Hauljoin," Pred_nodc"," Pred_specn"," Prey_nodc"," Pred_len"," Year"," Month"," day"," region"," Pred_name"," Prey_Name"," Vessel"," Cruise"," Haul"," Rlat"," Rlong"," Gear_depth"," Bottom_depth"," Start_hour"," Surface_temp"," Gear_temp"," INPFC_Area"," Stationid"," Start_date"," Prey_sz1"," Prey_sex",Stratum
10998963.0,8791030701.0,3.0,8791030701.0,59.0,1984.0,9.0,1.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",21.0,198406.0,51.0,57.490000000000002,-163.02000000000001,51.0,51.0,6.0,9.0,4.5999999999999996,509.0,H-09,"1984-09-01 00:00:00",66.0,0.0,10.0
10998963.0,8791030701.0,3.0,8791030701.0,59.0,1984.0,9.0,1.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",21.0,198406.0,51.0,57.490000000000002,-163.02000000000001,51.0,51.0,6.0,9.0,4.5999999999999996,509.0,H-09,"1984-09-01 00:00:00",68.0,0.0,10.0
10998963.0,8791030701.0,3.0,8791030701.0,59.0,1984.0,9.0,1.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",21.0,198406.0,51.0,57.490000000000002,-163.02000000000001,51.0,51.0,6.0,9.0,4.5999999999999996,509.0,H-09,"1984-09-01 00:00:00",86.0,0.0,10.0
10998970.0,8791030701.0,1.0,8845010100.0,58.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",21.0,198406.0,58.0,57.729999999999997,-162.46000000000001,44.0,44.0,3.0,9.5,6.2999999999999998,516.0,I-09,"1984-09-02 00:00:00",28.0,0.0,10.0
10998970.0,8791030701.0,1.0,8845010100.0,58.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",21.0,198406.0,58.0,57.729999999999997,-162.46000000000001,44.0,44.0,3.0,9.5,6.2999999999999998,516.0,I-09,"1984-09-02 00:00:00",39.0,0.0,10.0
10998970.0,8791030701.0,1.0,8845010100.0,58.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",21.0,198406.0,58.0,57.729999999999997,-162.46000000000001,44.0,44.0,3.0,9.5,6.2999999999999998,516.0,I-09,"1984-09-02 00:00:00",39.0,0.0,10.0
10998970.0,8791030701.0,1.0,8845010100.0,58.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",21.0,198406.0,58.0,57.729999999999997,-162.46000000000001,44.0,44.0,3.0,9.5,6.2999999999999998,516.0,I-09,"1984-09-02 00:00:00",27.0,0.0,10.0
10998970.0,8791030701.0,3.0,8791030701.0,62.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",21.0,198406.0,58.0,57.729999999999997,-162.46000000000001,44.0,44.0,3.0,9.5,6.2999999999999998,516.0,I-09,"1984-09-02 00:00:00",70.0,0.0,10.0
10998970.0,8791030701.0,3.0,8791030701.0,62.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",21.0,198406.0,58.0,57.729999999999997,-162.46000000000001,44.0,44.0,3.0,9.5,6.2999999999999998,516.0,I-09,"1984-09-02 00:00:00",96.0,0.0,10.0
10998970.0,8791030701.0,3.0,8791030701.0,62.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",21.0,198406.0,58.0,57.729999999999997,-162.46000000000001,44.0,44.0,3.0,9.5,6.2999999999999998,516.0,I-09,"1984-09-02 00:00:00",74.0,0.0,10.0
10998970.0,8791030701.0,3.0,8791030701.0,62.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",21.0,198406.0,58.0,57.729999999999997,-162.46000000000001,44.0,44.0,3.0,9.5,6.2999999999999998,516.0,I-09,"1984-09-02 00:00:00",84.0,0.0,10.0
10998970.0,8791030701.0,3.0,8791030701.0,62.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",21.0,198406.0,58.0,57.729999999999997,-162.46000000000001,44.0,44.0,3.0,9.5,6.2999999999999998,516.0,I-09,"1984-09-02 00:00:00",78.0,0.0,10.0
10998970.0,8791030701.0,3.0,8791030701.0,62.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",21.0,198406.0,58.0,57.729999999999997,-162.46000000000001,44.0,44.0,3.0,9.5,6.2999999999999998,516.0,I-09,"1984-09-02 00:00:00",75.0,0.0,10.0
10998970.0,8791030701.0,3.0,8791030701.0,62.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",21.0,198406.0,58.0,57.729999999999997,-162.46000000000001,44.0,44.0,3.0,9.5,6.2999999999999998,516.0,I-09,"1984-09-02 00:00:00",75.0,0.0,10.0
10998970.0,8791030701.0,3.0,8791030701.0,62.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",21.0,198406.0,58.0,57.729999999999997,-162.46000000000001,44.0,44.0,3.0,9.5,6.2999999999999998,516.0,I-09,"1984-09-02 00:00:00",69.0,0.0,10.0
10998970.0,8791030701.0,3.0,8791030701.0,62.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",21.0,198406.0,58.0,57.729999999999997,-162.46000000000001,44.0,44.0,3.0,9.5,6.2999999999999998,516.0,I-09,"1984-09-02 00:00:00",73.0,0.0,10.0
10998970.0,8791030701.0,3.0,8791030701.0,62.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",21.0,198406.0,58.0,57.729999999999997,-162.46000000000001,44.0,44.0,3.0,9.5,6.2999999999999998,516.0,I-09,"1984-09-02 00:00:00",80.0,0.0,10.0
10998971.0,8791030701.0,2.0,8845010100.0,51.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",21.0,198406.0,59.0,57.640000000000001,-162.16999999999999,48.0,48.0,6.0,9.4000000000000004,5.7999999999999998,516.0,I-10,"1984-09-02 00:00:00",41.0,0.0,10.0
10998971.0,8791030701.0,2.0,8845010100.0,51.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",21.0,198406.0,59.0,57.640000000000001,-162.16999999999999,48.0,48.0,6.0,9.4000000000000004,5.7999999999999998,516.0,I-10,"1984-09-02 00:00:00",38.0,0.0,10.0
10998971.0,8791030701.0,2.0,8845010100.0,51.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",21.0,198406.0,59.0,57.640000000000001,-162.16999999999999,48.0,48.0,6.0,9.4000000000000004,5.7999999999999998,516.0,I-10,"1984-09-02 00:00:00",45.0,0.0,10.0
10998971.0,8791030701.0,2.0,8845010100.0,51.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",21.0,198406.0,59.0,57.640000000000001,-162.16999999999999,48.0,48.0,6.0,9.4000000000000004,5.7999999999999998,516.0,I-10,"1984-09-02 00:00:00",39.0,0.0,10.0
10998971.0,8791030701.0,2.0,8845010100.0,51.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",21.0,198406.0,59.0,57.640000000000001,-162.16999999999999,48.0,48.0,6.0,9.4000000000000004,5.7999999999999998,516.0,I-10,"1984-09-02 00:00:00",45.0,0.0,10.0
10998971.0,8791030701.0,2.0,8845010100.0,51.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",21.0,198406.0,59.0,57.640000000000001,-162.16999999999999,48.0,48.0,6.0,9.4000000000000004,5.7999999999999998,516.0,I-10,"1984-09-02 00:00:00",42.0,0.0,10.0
10998971.0,8791030701.0,2.0,8845010100.0,51.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",21.0,198406.0,59.0,57.640000000000001,-162.16999999999999,48.0,48.0,6.0,9.4000000000000004,5.7999999999999998,516.0,I-10,"1984-09-02 00:00:00",31.0,0.0,10.0
10998971.0,8791030701.0,2.0,8845010100.0,51.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",21.0,198406.0,59.0,57.640000000000001,-162.16999999999999,48.0,48.0,6.0,9.4000000000000004,5.7999999999999998,516.0,I-10,"1984-09-02 00:00:00",43.0,0.0,10.0
10998971.0,8791030701.0,2.0,8845010100.0,51.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",21.0,198406.0,59.0,57.640000000000001,-162.16999999999999,48.0,48.0,6.0,9.4000000000000004,5.7999999999999998,516.0,I-10,"1984-09-02 00:00:00",39.0,0.0,10.0
10998971.0,8791030701.0,2.0,8845010100.0,51.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",21.0,198406.0,59.0,57.640000000000001,-162.16999999999999,48.0,48.0,6.0,9.4000000000000004,5.7999999999999998,516.0,I-10,"1984-09-02 00:00:00",41.0,0.0,10.0
10998972.0,8791030701.0,1.0,8791030701.0,54.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",21.0,198406.0,60.0,57.469999999999999,-162.31,51.0,51.0,9.0,9.1999999999999993,5.2000000000000002,516.0,H-10,"1984-09-02 00:00:00",33.0,0.0,10.0
10998972.0,8791030701.0,1.0,8845010100.0,54.0,1984.0,9.0,2.0,BS,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",21.0,198406.0,60.0,57.469999999999999,-162.31,51.0,51.0,9.0,9.1999999999999993,5.2000000000000002,516.0,H-10,"1984-09-02 00:00:00",45.0,0.0,10.0
11002786.0,8791030701.0,8.0,8791030701.0,49.0,1986.0,7.0,27.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",57.0,198602.0,195.0,60.670000000000002,-174.81999999999999,101.0,101.0,6.0,6.5999999999999996,-0.40000000000000002,524.0,R-27,"1986-07-27 00:00:00",38.0,0.0,41.0
11002786.0,8791030701.0,8.0,8791030701.0,49.0,1986.0,7.0,27.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",57.0,198602.0,195.0,60.670000000000002,-174.81999999999999,101.0,101.0,6.0,6.5999999999999996,-0.40000000000000002,524.0,R-27,"1986-07-27 00:00:00",40.0,0.0,41.0
11002786.0,8791030701.0,8.0,8791030701.0,49.0,1986.0,7.0,27.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",57.0,198602.0,195.0,60.670000000000002,-174.81999999999999,101.0,101.0,6.0,6.5999999999999996,-0.40000000000000002,524.0,R-27,"1986-07-27 00:00:00",35.0,0.0,41.0
11002786.0,8791030701.0,8.0,8791030701.0,49.0,1986.0,7.0,27.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",57.0,198602.0,195.0,60.670000000000002,-174.81999999999999,101.0,101.0,6.0,6.5999999999999996,-0.40000000000000002,524.0,R-27,"1986-07-27 00:00:00",32.0,0.0,41.0
11002786.0,8791030701.0,10.0,8791030701.0,54.0,1986.0,7.0,27.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",57.0,198602.0,195.0,60.670000000000002,-174.81999999999999,101.0,101.0,6.0,6.5999999999999996,-0.40000000000000002,524.0,R-27,"1986-07-27 00:00:00",31.0,0.0,41.0
11002786.0,8791030701.0,10.0,8791030701.0,54.0,1986.0,7.0,27.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",57.0,198602.0,195.0,60.670000000000002,-174.81999999999999,101.0,101.0,6.0,6.5999999999999996,-0.40000000000000002,524.0,R-27,"1986-07-27 00:00:00",34.0,0.0,41.0
11002786.0,8791030701.0,10.0,8791030701.0,54.0,1986.0,7.0,27.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",57.0,198602.0,195.0,60.670000000000002,-174.81999999999999,101.0,101.0,6.0,6.5999999999999996,-0.40000000000000002,524.0,R-27,"1986-07-27 00:00:00",29.0,0.0,41.0
11002786.0,8791030701.0,10.0,8791030701.0,54.0,1986.0,7.0,27.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",57.0,198602.0,195.0,60.670000000000002,-174.81999999999999,101.0,101.0,6.0,6.5999999999999996,-0.40000000000000002,524.0,R-27,"1986-07-27 00:00:00",30.0,0.0,41.0
11002786.0,8791030701.0,10.0,8791030701.0,54.0,1986.0,7.0,27.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",57.0,198602.0,195.0,60.670000000000002,-174.81999999999999,101.0,101.0,6.0,6.5999999999999996,-0.40000000000000002,524.0,R-27,"1986-07-27 00:00:00",32.0,0.0,41.0
11002786.0,8791030701.0,10.0,8791030701.0,54.0,1986.0,7.0,27.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",57.0,198602.0,195.0,60.670000000000002,-174.81999999999999,101.0,101.0,6.0,6.5999999999999996,-0.40000000000000002,524.0,R-27,"1986-07-27 00:00:00",35.0,0.0,41.0
11002786.0,8791030701.0,17.0,8791030701.0,45.0,1986.0,7.0,27.0,BS,"Gadus chalcogrammus (walleye pollock)","Walleye pollock Gadus chalcogrammus",57.0,198602.0,195.0,60.670000000000002,-174.81999999999999,101.0,101.0,6.0,6.5999999999999996,-0.40000000000000002,524.0,R-27,"1986-07-27 00:00:00",29.0,0.0,41.0
