Hauljoin," Pred_nodc"," Pred_specn"," Prey_nodc"," Pred_len"," Year"," Month"," day"," region"," Pred_name"," Prey_Name"," Vessel"," Cruise"," Haul"," Rlat"," Rlong"," Gear_depth"," Bottom_depth"," Start_hour"," Surface_temp"," Gear_temp"," INPFC_Area"," Stationid"," Start_date"," Prey_sz1"," Prey_sex",Stratum
11010207.0,8791030701.0,6.0,8845010100.0,61.0,1993.0,7.0,5.0,GOA,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",90.0,199301.0,126.0,56.310000000000002,-158.38999999999999,35.0,35.0,7.0,9.6999999999999993,7.2000000000000002,620.0,141-95,"1993-07-05 00:00:00",47.0,,20.0
11010207.0,8791030701.0,6.0,8845010100.0,61.0,1993.0,7.0,5.0,GOA,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",90.0,199301.0,126.0,56.310000000000002,-158.38999999999999,35.0,35.0,7.0,9.6999999999999993,7.2000000000000002,620.0,141-95,"1993-07-05 00:00:00",49.0,,20.0
11010207.0,8791030701.0,6.0,8845010100.0,61.0,1993.0,7.0,5.0,GOA,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",90.0,199301.0,126.0,56.310000000000002,-158.38999999999999,35.0,35.0,7.0,9.6999999999999993,7.2000000000000002,620.0,141-95,"1993-07-05 00:00:00",52.0,,20.0
11010207.0,8791030701.0,6.0,8845010100.0,61.0,1993.0,7.0,5.0,GOA,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",90.0,199301.0,126.0,56.310000000000002,-158.38999999999999,35.0,35.0,7.0,9.6999999999999993,7.2000000000000002,620.0,141-95,"1993-07-05 00:00:00",53.0,,20.0
11010207.0,8791030701.0,6.0,8845010100.0,61.0,1993.0,7.0,5.0,GOA,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",90.0,199301.0,126.0,56.310000000000002,-158.38999999999999,35.0,35.0,7.0,9.6999999999999993,7.2000000000000002,620.0,141-95,"1993-07-05 00:00:00",42.0,,20.0
11010207.0,8791030701.0,6.0,8845010100.0,61.0,1993.0,7.0,5.0,GOA,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",90.0,199301.0,126.0,56.310000000000002,-158.38999999999999,35.0,35.0,7.0,9.6999999999999993,7.2000000000000002,620.0,141-95,"1993-07-05 00:00:00",47.0,,20.0
11010207.0,8791030701.0,6.0,8845010100.0,61.0,1993.0,7.0,5.0,GOA,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",90.0,199301.0,126.0,56.310000000000002,-158.38999999999999,35.0,35.0,7.0,9.6999999999999993,7.2000000000000002,620.0,141-95,"1993-07-05 00:00:00",47.0,,20.0
11010207.0,8791030701.0,6.0,8845010100.0,61.0,1993.0,7.0,5.0,GOA,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",90.0,199301.0,126.0,56.310000000000002,-158.38999999999999,35.0,35.0,7.0,9.6999999999999993,7.2000000000000002,620.0,141-95,"1993-07-05 00:00:00",43.0,,20.0
11010207.0,8791030701.0,6.0,8845010100.0,61.0,1993.0,7.0,5.0,GOA,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",90.0,199301.0,126.0,56.310000000000002,-158.38999999999999,35.0,35.0,7.0,9.6999999999999993,7.2000000000000002,620.0,141-95,"1993-07-05 00:00:00",45.0,,20.0
11010207.0,8791030701.0,6.0,8845010100.0,61.0,1993.0,7.0,5.0,GOA,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",90.0,199301.0,126.0,56.310000000000002,-158.38999999999999,35.0,35.0,7.0,9.6999999999999993,7.2000000000000002,620.0,141-95,"1993-07-05 00:00:00",43.0,,20.0
