ID,date,lat,long
6,3/24/05,9.881842,-85.55079
6,3/25/05,9.696824,-85.30265
6,3/26/05,9.524047,-85.00418
6,3/27/05,9.57672,-84.77318
6,3/28/05,9.445488,-84.69994
6,3/29/05,9.360017,-84.55981
6,3/30/05,9.342175,-84.44103
6,3/31/05,9.370979,-84.1848
6,4/1/05,9.270483,-84.15178
6,4/2/05,9.246881,-84.03788
6,4/3/05,9.190829,-83.91144
6,4/4/05,9.17432,-83.93797
6,4/5/05,9.269584,-84.06639
6,4/6/05,9.326824,-84.18407
6,4/7/05,9.380073,-84.30582
6,4/8/05,9.340005,-84.32746
6,4/9/05,9.375036,-84.49591
6,4/10/05,9.396979,-84.39366
6,4/11/05,9.368169,-84.55593
6,4/12/05,9.418378,-84.68834
6,4/13/05,9.495705,-84.75802
6,4/14/05,9.325401,-84.6621
6,4/15/05,9.322436,-84.747
6,4/16/05,9.33394,-84.50788
6,4/17/05,9.450607,-84.39239
6,4/18/05,9.376216,-84.37598
6,4/19/05,9.420067,-84.43542
6,4/20/05,9.36749,-84.43025
6,4/21/05,9.357889,-84.41192
6,4/22/05,9.378525,-84.35772
6,4/23/05,9.351928,-84.35407
6,4/24/05,9.355695,-84.36841
6,4/25/05,9.377926,-84.34758
6,4/26/05,9.329776,-84.45283
6,4/27/05,9.331088,-84.36711
6,4/28/05,9.347183,-84.39802
6,4/29/05,9.343125,-84.28732
6,4/30/05,9.390453,-84.34394
6,5/1/05,9.329263,-84.40689
6,5/2/05,9.376205,-84.45967
6,5/3/05,9.41402,-84.58133
6,5/4/05,9.460515,-84.66841
6,5/5/05,9.465619,-84.649
6,5/6/05,9.358307,-84.68233
6,5/7/05,9.42097,-84.72401
6,5/8/05,9.40969,-84.63146
6,5/9/05,9.343161,-84.51531
6,5/10/05,9.346782,-84.27008
6,5/11/05,9.266968,-84.06185
6,5/12/05,9.134225,-83.96256
6,5/13/05,8.949069,-83.82346
6,5/14/05,8.975517,-83.85794
6,5/15/05,8.996888,-83.95205
6,5/16/05,8.923631,-83.83685
6,5/17/05,8.886206,-83.89233
6,5/18/05,8.961475,-83.74056
6,5/19/05,8.878735,-83.75528
6,5/20/05,8.882792,-83.75222
6,5/21/05,8.677362,-83.81442
6,5/22/05,8.430193,-83.66068
6,5/23/05,8.285834,-83.37039
6,5/24/05,8.243858,-83.1114
6,5/25/05,8.141593,-82.9844
6,5/26/05,7.996293,-82.94362
6,5/27/05,7.922262,-82.87443
6,5/28/05,8.003722,-82.71623
6,5/29/05,8.139585,-82.50756
6,5/30/05,8.021316,-82.43427
6,5/31/05,7.723844,-82.20972
6,6/1/05,7.81421,-82.05395
6,6/2/05,7.773986,-81.99713
6,6/3/05,7.866481,-82.04525
6,6/4/05,7.827542,-82.03529
6,6/5/05,7.824386,-81.97988
6,6/6/05,7.856006,-82.07135
6,6/7/05,7.830649,-81.99862
6,6/8/05,7.818874,-82.08404
6,6/9/05,7.82783,-82.10559
6,6/10/05,7.833374,-82.12945
6,6/11/05,7.719362,-82.17632
6,6/12/05,7.748927,-82.21185
6,6/13/05,7.709586,-82.23968
6,6/14/05,7.721488,-82.22881
6,6/15/05,7.804296,-82.22059
6,6/16/05,7.745448,-82.17409
6,6/17/05,7.794541,-82.17989
6,6/18/05,7.76301,-82.14555
6,6/19/05,7.777725,-82.12287
6,6/20/05,7.736755,-82.12709
6,6/21/05,7.829012,-82.05625
6,6/22/05,7.760932,-82.09772
6,6/23/05,7.815286,-81.979
6,6/24/05,7.789417,-82.04363
6,6/25/05,7.648808,-82.03312
6,6/26/05,7.701772,-82.06296
6,6/27/05,7.81173,-82.20198
6,6/28/05,7.740779,-82.21712
6,6/29/05,7.85865,-82.09866
6,6/30/05,7.826546,-82.00525
6,7/1/05,7.787321,-82.03697
6,7/2/05,7.906598,-82.0659
6,7/3/05,7.836533,-82.10544
6,7/4/05,7.80141,-82.08503
6,7/5/05,7.797838,-82.06505
6,7/6/05,7.808848,-82.02556
6,7/7/05,7.777062,-82.10634
6,7/8/05,7.76437,-82.24676
6,7/9/05,7.816366,-82.18544
6,7/10/05,7.833385,-82.09381
6,7/11/05,7.779471,-82.01293
6,7/12/05,7.849801,-82.05146
6,7/13/05,7.882202,-81.89958
6,7/14/05,7.833717,-82.09836
6,7/15/05,7.81686,-82.23323
6,7/16/05,7.846572,-81.97035
6,7/17/05,7.906288,-82.0452
6,7/18/05,7.833757,-82.01102
6,7/19/05,7.812112,-81.98855
6,7/20/05,7.818085,-82.05051
6,7/21/05,7.781763,-81.90322
6,7/22/05,7.971191,-81.90681
6,7/23/05,7.923911,-82.07841
6,7/24/05,7.793658,-82.13518
6,7/25/05,7.739909,-82.16523
6,7/26/05,7.7742,-82.05778
6,7/27/05,7.813426,-82.05935
6,7/28/05,7.690491,-82.06978
6,7/29/05,7.846548,-81.96625
6,7/30/05,7.814558,-81.96793
6,7/31/05,7.853517,-82.0123
6,8/1/05,7.757438,-81.97654
6,8/2/05,7.747016,-81.91003
6,8/3/05,7.811211,-81.94531
6,8/4/05,7.875382,-82.18562
6,8/5/05,7.860611,-82.38088
