ID,date,lat,long
7,3/10/05,10.83995,-86.18899
7,3/11/05,10.79499,-86.55273
7,3/12/05,10.37371,-87.11043
7,3/13/05,9.947854,-87.44598
7,3/14/05,9.618474,-87.66804
7,3/15/05,9.337657,-87.8038
7,3/16/05,8.960069,-87.93663
7,3/17/05,8.415067,-87.94986
7,3/18/05,8.004519,-87.68813
7,3/19/05,7.544258,-87.4062
7,3/20/05,7.199506,-87.28446
7,3/21/05,6.888273,-87.16911
7,3/22/05,6.485812,-87.20577
7,3/23/05,6.172292,-87.34243
7,3/24/05,5.892203,-87.49472
7,3/25/05,5.407783,-87.58111
7,3/26/05,5.014028,-87.84458
7,3/27/05,4.686539,-88.28138
7,3/28/05,4.475255,-88.30624
7,3/29/05,4.580328,-88.46714
7,3/30/05,4.542229,-88.60005
7,3/31/05,4.486265,-88.74568
7,4/1/05,4.566143,-88.79964
7,4/2/05,4.578997,-88.6655
7,4/3/05,4.577796,-88.84788
7,4/4/05,4.54039,-88.85893
7,4/5/05,4.440863,-89.09865
7,4/6/05,4.257129,-89.2059
7,4/7/05,3.916389,-89.20442
7,4/8/05,3.541555,-89.24988
7,4/9/05,3.138572,-89.38583
7,4/10/05,3.064939,-89.64545
7,4/11/05,2.942802,-89.7421
7,4/12/05,2.89844,-89.81742
7,4/13/05,2.633879,-89.94555
7,4/14/05,2.464389,-90.28219
7,4/15/05,2.43061,-90.55162
7,4/16/05,2.766948,-90.65477
7,4/17/05,2.931875,-90.77369
7,4/18/05,2.804628,-90.76639
7,4/19/05,2.816369,-90.79485
7,4/20/05,3.009392,-90.88732
7,4/21/05,3.116173,-90.8412
7,4/22/05,3.294139,-90.87362
7,4/23/05,3.544942,-90.91836
7,4/24/05,3.709898,-90.83618
7,4/25/05,3.624829,-90.68785
7,4/26/05,3.73912,-90.74941
7,4/27/05,3.910608,-90.65629
7,4/28/05,4.068975,-90.60423
7,4/29/05,4.073066,-90.58705
7,4/30/05,3.836,-90.54473
7,5/1/05,3.726712,-90.524
7,5/2/05,3.656024,-90.41467
7,5/3/05,3.614668,-90.22807
7,5/4/05,3.667663,-90.06191
7,5/5/05,3.652154,-89.93495
7,5/6/05,3.626777,-89.80575
7,5/7/05,3.607494,-89.66468
7,5/8/05,3.57003,-89.52585
7,5/9/05,3.522497,-89.39741
7,5/10/05,3.44864,-89.28049
7,5/11/05,3.370597,-89.18606
7,5/12/05,3.275642,-89.13136
7,5/13/05,3.157516,-89.1251
7,5/14/05,3.020966,-89.21247
7,5/15/05,2.808615,-89.41755
7,5/16/05,2.53674,-89.60908
7,5/17/05,2.322167,-89.70468
7,5/18/05,2.159331,-89.79626
7,5/19/05,2.050569,-89.99438
7,5/20/05,1.834644,-90.25466
7,5/21/05,1.573084,-90.53475
7,5/22/05,1.3045289,-90.84445
7,5/23/05,1.088359,-91.28071
7,5/24/05,0.9583053,-91.89812
7,5/25/05,0.8742203,-92.61212
7,5/26/05,0.7858624,-93.36506
7,5/27/05,0.6381342,-94.10077
7,5/28/05,0.4822881,-94.80204
7,5/29/05,0.5481757,-95.55409
7,5/30/05,0.6856463,-96.20472
7,5/31/05,0.8503173,-96.7316
7,6/1/05,0.9707388,-97.0932
7,6/2/05,1.0512763,-97.2437
7,6/3/05,0.9507751,-97.32607
7,6/4/05,0.7707242,-97.47807
