ID,date,lat,long
8,1/30/07,10.40691,-86.44396
8,1/31/07,10.36348,-86.76981
8,2/1/07,10.24074,-87.13263
8,2/2/07,9.890751,-87.42396
8,2/3/07,9.551214,-87.75647
8,2/4/07,9.164416,-88.28791
8,2/5/07,8.950353,-88.5384
8,2/6/07,8.520755,-88.62028
8,2/7/07,7.992736,-88.72522
8,2/8/07,7.631117,-88.62811
8,2/9/07,7.270401,-88.4412
8,2/10/07,6.824228,-88.27213
8,2/11/07,6.481448,-88.08917
8,2/12/07,6.184804,-88.18182
8,2/13/07,5.85257,-88.23341
8,2/14/07,5.303838,-88.2722
8,2/15/07,4.689141,-88.56425
8,2/16/07,4.226614,-88.87783
8,2/17/07,3.599091,-89.17709
8,2/18/07,2.998098,-89.44704
8,2/19/07,2.476209,-89.75135
8,2/20/07,2.177678,-90.24255
8,2/21/07,1.930529,-90.97009
8,2/22/07,1.75664,-91.54328
8,2/23/07,1.755145,-92.09918
8,2/24/07,1.507571,-92.70335
8,2/25/07,1.069174,-93.31335
8,2/26/07,0.5935486,-93.90257
8,2/27/07,0.1572414,-94.1028
8,2/28/07,-0.044611597,-94.32679
8,3/1/07,-0.2500943,-94.55624
8,3/2/07,-0.5675754,-94.63654
8,3/3/07,-1.0327415,-94.8614
8,3/4/07,-1.681584,-94.98225
8,3/5/07,-2.255705,-95.04002
8,3/6/07,-2.662855,-95.09828
8,3/7/07,-2.968755,-95.1892
8,3/8/07,-3.328762,-95.4447
8,3/9/07,-3.689705,-95.82384
8,3/10/07,-4.235116,-96.16741
8,3/11/07,-4.864342,-96.43877
8,3/12/07,-5.356628,-96.59971
8,3/13/07,-5.704773,-96.80019
8,3/14/07,-6.131418,-97.01376
8,3/15/07,-6.630239,-97.09356
8,3/16/07,-6.99761,-97.16307
8,3/17/07,-7.182335,-96.97131
8,3/18/07,-7.641048,-97.00879
8,3/19/07,-8.167796,-96.80309
8,3/20/07,-8.586617,-96.69943
8,3/21/07,-8.958112,-96.72239
8,3/22/07,-9.420229,-96.80909
8,3/23/07,-9.995166,-96.63473
8,3/24/07,-10.22286,-96.82985
8,3/25/07,-10.59865,-96.98588
8,3/26/07,-10.97359,-97.07532
8,3/27/07,-11.32528,-97.14269
8,3/28/07,-11.71466,-97.07233
8,3/29/07,-12.01487,-97.02659
8,3/30/07,-12.21975,-97.14203
8,3/31/07,-12.34959,-97.21753
8,4/1/07,-12.31727,-97.3306
8,4/2/07,-12.53358,-97.48723
8,4/3/07,-12.7654,-97.65937
8,4/4/07,-12.91244,-97.96933
8,4/5/07,-13.01735,-98.29012
8,4/6/07,-13.42775,-98.51391
8,4/7/07,-13.82354,-98.64891
8,4/8/07,-14.12289,-98.66691
8,4/9/07,-14.39905,-98.53017
8,4/10/07,-14.68131,-98.44774
8,4/11/07,-14.89247,-98.46209
8,4/12/07,-15.17438,-98.38947
8,4/13/07,-15.47708,-98.25059
8,4/14/07,-15.79626,-98.17187
8,4/15/07,-16.15924,-98.19522
8,4/16/07,-16.43275,-98.18314
8,4/17/07,-16.72509,-98.3004
8,4/18/07,-16.98812,-98.45409
8,4/19/07,-17.2698,-98.59121
8,4/20/07,-17.55897,-98.63427
8,4/21/07,-17.86912,-98.59472
8,4/22/07,-18.17215,-98.57119
8,4/23/07,-18.39103,-98.49625
8,4/24/07,-18.55594,-98.46724
8,4/25/07,-18.81682,-98.41058
8,4/26/07,-19.05405,-98.41941
8,4/27/07,-19.25906,-98.37116
8,4/28/07,-19.43876,-98.26081
8,4/29/07,-19.65358,-98.13057
8,4/30/07,-19.97722,-98.02688
8,5/1/07,-20.25793,-97.93412
8,5/2/07,-20.46759,-97.89659
8,5/3/07,-20.78812,-97.88047
8,5/4/07,-21.08371,-97.78048
8,5/5/07,-21.39125,-97.70262
8,5/6/07,-21.66294,-97.61098
8,5/7/07,-21.89204,-97.57592
8,5/8/07,-22.13149,-97.50556
8,5/9/07,-22.41613,-97.38655
8,5/10/07,-22.69735,-97.25484
8,5/11/07,-22.99855,-97.17279
8,5/12/07,-23.26564,-97.15118
8,5/13/07,-23.53254,-96.92723
8,5/14/07,-23.78727,-96.70073
8,5/15/07,-24.08156,-96.59341
8,5/16/07,-24.45349,-96.47207
8,5/17/07,-24.69199,-96.50651
8,5/18/07,-24.96523,-96.50958
8,5/19/07,-25.20761,-96.37189
8,5/20/07,-25.41747,-96.25007
8,5/21/07,-25.54717,-96.1811
8,5/22/07,-25.70611,-96.11106
8,5/23/07,-25.83684,-96.01165
