variable,x,y
bio16,-242.6,0.1431344896554947
bio16,-236.7776,0.1431344896554947
bio16,-230.9552,0.1431344896554947
bio16,-225.1328,0.1431344896554947
bio16,-219.3104,0.1431344896554947
bio16,-213.488,0.1431344896554947
bio16,-207.66559999999998,0.1431344896554947
bio16,-201.8432,0.1431344896554947
bio16,-196.0208,0.1431344896554947
bio16,-190.1984,0.1431344896554947
bio16,-184.376,0.1431344896554947
bio16,-178.55360000000002,0.1431344896554947
bio16,-172.7312,0.1431344896554947
bio16,-166.90879999999999,0.1431344896554947
bio16,-161.0864,0.1431344896554947
bio16,-155.264,0.1431344896554947
bio16,-149.4416,0.1431344896554947
bio16,-143.6192,0.1431344896554947
bio16,-137.7968,0.1431344896554947
bio16,-131.9744,0.1431344896554947
bio16,-126.152,0.1431344896554947
bio16,-120.3296,0.1431344896554947
bio16,-114.50720000000001,0.1431344896554947
bio16,-108.68480000000002,0.1431344896554947
bio16,-102.86240000000001,0.1431344896554947
bio16,-97.03999999999999,0.1431344896554947
bio16,-91.2176,0.1431344896554947
bio16,-85.39520000000002,0.1431344896554947
bio16,-79.5728,0.1431344896554947
bio16,-73.75040000000001,0.1431344896554947
bio16,-67.928,0.1431344896554947
bio16,-62.10560000000001,0.1431344896554947
bio16,-56.283199999999994,0.1431344896554947
bio16,-50.460800000000006,0.1431344896554947
bio16,-44.63840000000002,0.1431344896554947
bio16,-38.816,0.1431344896554947
bio16,-32.99359999999999,0.1431344896554947
bio16,-27.1712,0.1431344896554947
bio16,-21.34880000000001,0.1431344896554947
bio16,-15.526400000000024,0.1431344896554947
bio16,-9.704000000000008,0.1431344896554947
bio16,-3.8815999999999917,0.1431344896554947
bio16,1.9407999999999959,0.14394493401050568
bio16,7.7631999999999834,0.14640162885189056
bio16,13.585599999999971,0.1488967388868332
bio16,19.407999999999987,0.15143072605133057
bio16,25.230399999999946,0.1540040671825409
bio16,31.05280000000002,0.1566172093153
bio16,36.87519999999998,0.15927065908908844
bio16,42.697599999999994,0.16196486353874207
bio16,48.52000000000001,0.16470028460025787
bio16,54.34239999999997,0.16747741401195526
bio16,60.164799999999985,0.17029669880867004
bio16,65.98719999999994,0.17315860092639923
bio16,71.80959999999996,0.17606361210346222
bio16,77.63200000000003,0.17901216447353363
bio16,83.45439999999999,0.18200473487377167
bio16,89.27680000000001,0.18504178524017334
bio16,95.09919999999997,0.18812374770641327
bio16,100.92159999999998,0.19125109910964966
bio16,106.744,0.19442428648471832
bio16,112.56639999999996,0.1976437270641327
