variable,x,y
bio16,-245.8,0.004278653301298618
bio16,-239.9008,0.004278653301298618
bio16,-234.0016,0.004278653301298618
bio16,-228.10240000000002,0.004278653301298618
bio16,-222.2032,0.004278653301298618
bio16,-216.304,0.004278653301298618
bio16,-210.40480000000002,0.004278653301298618
bio16,-204.50560000000002,0.004278653301298618
bio16,-198.6064,0.004278653301298618
bio16,-192.7072,0.004278653301298618
bio16,-186.808,0.004278653301298618
bio16,-180.90879999999999,0.004278653301298618
bio16,-175.0096,0.004278653301298618
bio16,-169.1104,0.004278653301298618
bio16,-163.2112,0.004278653301298618
bio16,-157.312,0.004278653301298618
bio16,-151.4128,0.004278653301298618
bio16,-145.5136,0.004278653301298618
bio16,-139.6144,0.004278653301298618
bio16,-133.71519999999998,0.004278653301298618
bio16,-127.816,0.004278653301298618
bio16,-121.9168,0.004278653301298618
bio16,-116.01759999999999,0.004278653301298618
bio16,-110.11840000000001,0.004278653301298618
bio16,-104.2192,0.004278653301298618
bio16,-98.32,0.004278653301298618
bio16,-92.42079999999999,0.004278653301298618
bio16,-86.52159999999998,0.004278653301298618
bio16,-80.62239999999997,0.004278653301298618
bio16,-74.72319999999999,0.004278653301298618
bio16,-68.82399999999998,0.004278653301298618
bio16,-62.924800000000005,0.004278653301298618
bio16,-57.0256,0.004278653301298618
bio16,-51.12639999999999,0.004278653301298618
bio16,-45.22719999999998,0.004278653301298618
bio16,-39.327999999999975,0.004278653301298618
bio16,-33.428799999999995,0.004278653301298618
bio16,-27.529599999999988,0.004278653301298618
bio16,-21.63039999999998,0.004278653301298618
bio16,-15.731200000000001,0.004278653301298618
bio16,-9.831999999999994,0.004278653301298618
bio16,-3.9327999999999577,0.004278653301298618
bio16,1.9664000000000215,0.004345238208770752
bio16,7.865600000000029,0.00455125980079174
bio16,13.764800000000037,0.004767026286572218
bio16,19.664000000000044,0.004992996342480183
bio16,25.563199999999995,0.0052296495996415615
bio16,31.462400000000002,0.00547748850658536
bio16,37.36160000000001,0.005737038794904947
bio16,43.26080000000002,0.006008850876241922
bio16,49.160000000000025,0.006293500307947397
bio16,55.059199999999976,0.006591589190065861
bio16,60.95840000000004,0.006903748027980328
bio16,66.85760000000005,0.007230635266751051
bio16,72.75680000000006,0.0075729419477283955
bio16,78.65600000000006,0.007931388914585114
bio16,84.55520000000007,0.008306730538606644
bio16,90.45440000000002,0.008699757046997547
bio16,96.35360000000003,0.009111293591558933
bio16,102.25280000000004,0.009542204439640045
bio16,108.15200000000004,0.00999339111149311
bio16,114.05120000000005,0.010465798899531364
bio16,119.9504,0.010960414074361324
bio16,125.84960000000001,0.011478268541395664
bio16,131.74880000000002,0.012020441703498363
bio16,137.64800000000002,0.012588061392307281
bio16,143.54720000000003,0.013182304799556732
bio16,149.44640000000004,0.013804404996335506
bio16,155.34560000000005,0.014455647207796574
bio16,161.24480000000005,0.015137376263737679
bio16,167.14400000000006,0.01585099659860134
bio16,173.04320000000007,0.01659797504544258
bio16,178.94240000000002,0.017379842698574066
bio16,184.84160000000003,0.018198199570178986
bio16,190.74080000000004,0.01905471459031105
bio16,196.64000000000004,0.01995113119482994
bio16,202.53920000000005,0.020889267325401306
bio16,208.43840000000006,0.02187102474272251
bio16,214.3376,0.02289837971329689
bio16,220.23680000000002,0.02397339791059494
bio16,226.13600000000002,0.02509823627769947
bio16,232.03520000000003,0.026275137439370155
bio16,237.9344000000001,0.027506442740559578
bio16,243.83360000000005,0.02879459224641323
bio16,249.73280000000005,0.030142126604914665
bio16,255.63200000000006,0.03155169263482094
bio16,261.53120000000007,0.03302604332566261
bio16,267.4304,0.03456805273890495
bio16,273.3296000000001,0.036180704832077026
bio16,279.22880000000004,0.03786710649728775
bio16,285.1280000000001,0.039630480110645294
bio16,291.02720000000005,0.04147418960928917
bio16,296.9264,0.04340171441435814
bio16,302.82560000000007,0.045416686683893204
