variable,x,y
bio5,24.9,1.0
bio5,25.766399999999997,1.0
bio5,26.6328,1.0
bio5,27.4992,1.0
bio5,28.3656,1.0
bio5,29.232,1.0
bio5,30.098399999999998,1.0
bio5,30.9648,1.0
bio5,31.8312,1.0
bio5,32.6976,1.0
bio5,33.564,1.0
bio5,34.4304,1.0
bio5,35.2968,1.0
bio5,36.1632,1.0
bio5,37.0296,1.0
bio5,37.896,1.0
bio5,38.7624,1.0
bio5,39.6288,1.0
bio5,40.4952,1.0
bio5,41.361599999999996,1.0
bio5,42.227999999999994,1.0
bio5,43.0944,1.0
bio5,43.960800000000006,1.0
bio5,44.8272,1.0
bio5,45.6936,1.0
bio5,46.56,1.0
bio5,47.4264,1.0
bio5,48.2928,1.0
bio5,49.1592,1.0
bio5,50.0256,1.0
bio5,50.892,1.0
bio5,51.7584,1.0
bio5,52.6248,1.0
bio5,53.491200000000006,1.0
bio5,54.357600000000005,1.0
bio5,55.224000000000004,1.0
bio5,56.0904,1.0
bio5,56.9568,1.0
bio5,57.8232,1.0
bio5,58.689600000000006,1.0
bio5,59.556,1.0
bio5,60.4224,1.0
bio5,61.2888,1.0
bio5,62.1552,1.0
bio5,63.02160000000001,1.0
bio5,63.888000000000005,1.0
bio5,64.7544,1.0
bio5,65.6208,1.0
bio5,66.4872,1.0
bio5,67.3536,1.0
bio5,68.22,1.0
bio5,69.0864,1.0
bio5,69.9528,1.0
bio5,70.8192,1.0
bio5,71.6856,1.0
bio5,72.552,1.0
bio5,73.4184,1.0
bio5,74.2848,1.0
bio5,75.1512,1.0
bio5,76.0176,1.0
bio5,76.88400000000001,1.0
bio5,77.75040000000001,1.0
bio5,78.61680000000001,1.0
bio5,79.48320000000001,1.0
bio5,80.34960000000001,1.0
bio5,81.21600000000001,1.0
bio5,82.0824,1.0
bio5,82.9488,1.0
bio5,83.8152,1.0
bio5,84.6816,1.0
bio5,85.548,1.0
bio5,86.4144,1.0
bio5,87.2808,1.0
bio5,88.1472,1.0
bio5,89.0136,1.0
bio5,89.88,1.0
bio5,90.7464,1.0
bio5,91.6128,1.0
bio5,92.47920000000002,1.0
bio5,93.34559999999999,1.0
bio5,94.21199999999999,1.0
bio5,95.07840000000002,1.0
bio5,95.94480000000001,1.0
bio5,96.81120000000001,1.0
bio5,97.67760000000001,1.0
bio5,98.54400000000001,1.0
bio5,99.41040000000001,1.0
bio5,100.27680000000001,1.0
bio5,101.14320000000001,1.0
bio5,102.0096,1.0
bio5,102.876,1.0
bio5,103.7424,1.0
bio5,104.6088,1.0
bio5,105.4752,1.0
bio5,106.3416,1.0
bio5,107.20800000000003,1.0
bio5,108.0744,1.0
bio5,108.9408,0.9999999403953552
bio5,109.80720000000002,0.9999999403953552
bio5,110.6736,0.9999999403953552
bio5,111.54000000000002,0.9999999403953552
bio5,112.40640000000002,0.9999999403953552
bio5,113.27279999999999,0.9999999403953552
bio5,114.13920000000002,0.9999999403953552
bio5,115.00560000000002,0.9999999403953552
bio5,115.87200000000001,0.9999999403953552
bio5,116.73840000000001,0.9999999403953552
bio5,117.60480000000001,0.9999999403953552
bio5,118.47120000000001,0.9999999403953552
bio5,119.33760000000001,0.9999999403953552
bio5,120.20400000000001,0.9999999403953552
bio5,121.0704,0.9999998807907104
bio5,121.9368,0.9999998807907104
bio5,122.8032,0.9999998807907104
bio5,123.6696,0.9999998807907104
bio5,124.536,0.9999998807907104
bio5,125.4024,0.9999998807907104
bio5,126.26880000000003,0.9999998211860657
bio5,127.1352,0.9999998211860657
bio5,128.0016,0.9999998211860657
bio5,128.86800000000002,0.9999998211860657
bio5,129.7344,0.9999997615814209
bio5,130.60080000000002,0.9999997615814209
bio5,131.46720000000002,0.9999997615814209
bio5,132.33360000000002,0.9999997019767761
bio5,133.20000000000002,0.9999997019767761
bio5,134.06640000000002,0.9999997019767761
bio5,134.93280000000001,0.9999996423721313
bio5,135.7992,0.9999996423721313
bio5,136.6656,0.9999995827674866
bio5,137.532,0.9999995231628418
bio5,138.3984,0.9999995231628418
bio5,139.2648,0.999999463558197
bio5,140.1312,0.9999994039535522
bio5,140.9976,0.9999993443489075
bio5,141.864,0.9999992847442627
bio5,142.7304,0.9999992251396179
bio5,143.59680000000003,0.9999991655349731
bio5,144.4632,0.9999991059303284
bio5,145.3296,0.9999990463256836
bio5,146.19600000000003,0.999998927116394
bio5,147.0624,0.9999988675117493
bio5,147.92880000000002,0.9999987483024597
bio5,148.79520000000002,0.9999986290931702
bio5,149.6616,0.9999985098838806
bio5,150.52800000000002,0.9999983906745911
bio5,151.39440000000002,0.9999982714653015
bio5,152.26080000000002,0.9999980926513672
bio5,153.12720000000002,0.9999979734420776
bio5,153.99360000000001,0.9999977946281433
bio5,154.86,0.9999975562095642
bio5,155.7264,0.9999973773956299
bio5,156.5928,0.9999971389770508
bio5,157.4592,0.9999969005584717
bio5,158.3256,0.9999966025352478
bio5,159.192,0.9999963045120239
bio5,160.05840000000003,0.9999960064888
bio5,160.92480000000003,0.9999956488609314
bio5,161.7912,0.9999952912330627
bio5,162.6576,0.9999948740005493
bio5,163.524,0.9999944567680359
bio5,164.39040000000003,0.9999939799308777
bio5,165.25680000000003,0.9999934434890747
bio5,166.12320000000003,0.9999929070472717
bio5,166.98960000000002,0.999992311000824
bio5,167.85600000000002,0.9999916553497314
bio5,168.72240000000002,0.9999909400939941
bio5,169.58880000000002,0.9999901652336121
bio5,170.45520000000002,0.9999893307685852
bio5,171.32160000000002,0.9999884366989136
bio5,172.18800000000005,0.9999874830245972
bio5,173.05440000000002,0.9999864101409912
bio5,173.9208,0.9999852776527405
bio5,174.7872,0.9999840259552002
bio5,175.6536,0.9999827146530151
bio5,176.52000000000004,0.9999812841415405
bio5,177.38640000000004,0.9999797344207764
bio5,178.25280000000004,0.9999780058860779
bio5,179.1192,0.9999762177467346
bio5,179.9856,0.999974250793457
bio5,180.85200000000003,0.9999721646308899
bio5,181.71840000000003,0.9999698400497437
bio5,182.58480000000003,0.9999673962593079
bio5,183.45120000000003,0.9999647736549377
bio5,184.3176,0.9999619126319885
bio5,185.18400000000003,0.9999588131904602
bio5,186.05040000000002,0.9999554753303528
bio5,186.91680000000002,0.9999518990516663
bio5,187.78320000000002,0.9999480247497559
bio5,188.64960000000002,0.9999439120292664
bio5,189.51600000000005,0.9999394416809082
bio5,190.38240000000002,0.9999346137046814
bio5,191.24880000000002,0.9999294281005859
bio5,192.11520000000002,0.9999238848686218
bio5,192.98160000000001,0.9999179244041443
bio5,193.84800000000004,0.9999114871025085
bio5,194.71440000000004,0.9999045729637146
bio5,195.5808,0.9998971819877625
bio5,196.4472,0.9998891949653625
bio5,197.3136,0.9998806715011597
bio5,198.18000000000004,0.9998714923858643
bio5,199.04640000000003,0.9998616576194763
bio5,199.91280000000003,0.9998511672019958
bio5,200.77920000000003,0.9998398423194885
bio5,201.6456,0.9998278021812439
bio5,202.51200000000003,0.9998148083686829
bio5,203.37840000000003,0.999800980091095
bio5,204.24480000000003,0.9997861385345459
bio5,205.11120000000003,0.9997702836990356
bio5,205.97760000000002,0.9997532963752747
bio5,206.84400000000002,0.9997351169586182
bio5,207.71040000000002,0.9997157454490662
bio5,208.57680000000002,0.9996950626373291
bio5,209.44320000000002,0.9996728897094727
bio5,210.30960000000002,0.9996492862701416
bio5,211.17600000000004,0.9996241331100464
bio5,212.04240000000001,0.9995972514152527
bio5,212.9088,0.9995685815811157
bio5,213.7752,0.999538004398346
bio5,214.6416,0.9995054602622986
bio5,215.50800000000004,0.9994708299636841
bio5,216.37440000000004,0.9994339346885681
bio5,217.24080000000004,0.9993946552276611
bio5,218.1072,0.9993528723716736
bio5,218.97360000000003,0.9993084073066711
bio5,219.84000000000003,0.999261200428009
bio5,220.70640000000003,0.9992110133171082
bio5,221.57280000000003,0.999157726764679
bio5,222.43920000000003,0.9991011023521423
bio5,223.30560000000003,0.9990410804748535
bio5,224.17200000000003,0.9989773631095886
bio5,225.03840000000002,0.9989097714424133
bio5,225.90480000000002,0.9988381266593933
bio5,226.77120000000002,0.9987622499465942
bio5,227.63760000000005,0.9986818432807922
bio5,228.50400000000005,0.998596727848053
bio5,229.37040000000002,0.9985066652297974
bio5,230.23680000000002,0.9984113574028015
bio5,231.10320000000002,0.9983106255531311
bio5,231.96960000000004,0.9982041120529175
bio5,232.83600000000004,0.9980915784835815
bio5,233.70240000000004,0.9979727268218994
bio5,234.5688,0.9978471994400024
bio5,235.4352,0.9977148175239563
