Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.27727E-12,0.000000001,0.000000006,0.999487022,0,0
3.40876E-12,0.000000003,0.000000009,0.998871448,0,0
6.44385E-12,0.00000001,0.000000017,0.997332513,0,0
9.03088E-12,0.000000026,0.000000023,0.995383195,0,0
2.14463E-11,0.000000102,0.000000056,0.990253411,0,0
3.73426E-11,0.00000025,0.000000097,0.985021032,0,0
8.74597E-11,0.000001003,0.000000227,0.972299169,0,0
1.47187E-10,0.000002501,0.000000381,0.959064327,0,0
4.04213E-10,0.000010028,0.000001047,0.9289012,0,0
8.86121E-10,0.000025048,0.000002296,0.904586026,0,0
1.48646E-9,0.000050088,0.000003851,0.882425362,0,0
2.69833E-9,0.000100108,0.000006991,0.857699805,0,0
6.26874E-9,0.000250409,0.000016242,0.820662768,0,0
1.24419E-8,0.000500237,0.000032235,0.792346363,0,0
2.63892E-8,0.001001945,0.000068369,0.764645532,0,0
6.38894E-8,0.002500799,0.000165517,0.729044834,0,0
1.09615E-7,0.005008013,0.000283962,0.699189494,0,0
2.11979E-7,0.010010657,0.000549066,0.66564071,0,0
5.87237E-7,0.025051389,0.001520313,0.624294655,0,0
1.34232E-6,0.050070884,0.003471782,0.596491228,0,0
2.50591E-6,0.100187648,0.006471517,0.569303375,0,0
4.1702E-6,0.200123384,0.01074641,0.538319483,0,0
5.43227E-6,0.300384001,0.013975862,0.517082179,0,0
6.54634E-6,0.400399621,0.016817862,0.499948702,0,0
7.77134E-6,0.500240889,0.019933391,0.485585308,0,0
9.13866E-6,0.600407613,0.02339921,0.473376424,0,0
1.03846E-5,0.700601868,0.0265468,0.462809069,0,0
1.08609E-5,0.750597942,0.027747211,0.457987073,0,0
1.14701E-5,0.800743223,0.029280713,0.453370268,0,0
1.28309E-5,0.9004924,0.032697123,0.444957423,0,0
1.43281E-5,1.000791599,0.036442042,0.437365343,0,0
1.56405E-5,1.100592549,0.039712727,0.430491433,0,0
1.69665E-5,1.200620184,0.043006215,0.424233097,0,0
1.81993E-5,1.301155257,0.046058128,0.418385144,0,0
1.95565E-5,1.400909564,0.049406619,0.412947574,0,0
2.10988E-5,1.500968419,0.053197566,0.407920386,0,0
2.45988E-5,1.751919949,0.061744507,0.396634862,0,0
2.7704E-5,2.000081738,0.069262785,0.386888273,0,0
3.0819E-5,2.250221458,0.07674407,0.378065046,0,0
3.38932E-5,2.50333478,0.084068676,0.370062583,0.013333333,0
3.65069E-5,2.750753578,0.090250212,0.362880886,0.013333333,0
3.91241E-5,3.000508768,0.096398119,0.356109572,0.013333333,0
4.18066E-5,3.25168053,0.102656646,0.349748641,0.013333333,0
4.42689E-5,3.501559624,0.108362937,0.343798092,0.013333333,0
4.65324E-5,3.750453848,0.113576762,0.33815533,0.013333333,0
4.98224E-5,4.00135151,0.121100501,0.332820355,0.013333333,0
5.23519E-5,4.251857379,0.12684171,0.327793167,0.013333333,0
5.53496E-5,4.505246466,0.133596991,0.322971171,0.013333333,0
5.75572E-5,4.753601086,0.13853846,0.318456961,0.013333333,0
6.01018E-5,5.000567213,0.144199233,0.314147943,0.013333333,0
6.204E-5,5.250585298,0.148485901,0.30994152,0.026666667,0
6.44622E-5,5.503809422,0.153813063,0.305837694,0.04,0
6.69985E-5,5.754138567,0.159355237,0.301939058,0.04,0
6.89826E-5,6.005978095,0.163665548,0.298143018,0.04,0
7.14368E-5,6.251737589,0.168966558,0.29455217,0.04,0
7.31801E-5,6.504932956,0.17271169,0.290961321,0.04,0
7.58841E-5,6.751073595,0.178487371,0.287575664,0.04,0
7.87305E-5,7.00604175,0.184523357,0.284190007,0.04,0.052631579
8.1122E-5,7.254269859,0.189560586,0.281009541,0.04,0.052631579
8.41453E-5,7.503329665,0.195884083,0.277931671,0.04,0.052631579
8.70059E-5,7.751146383,0.20182167,0.274956397,0.04,0.052631579
9.02941E-5,8.000004136,0.208592729,0.272083718,0.04,0.105263158
9.27766E-5,8.256320302,0.213666744,0.269211039,0.04,0.105263158
9.63518E-5,8.502007326,0.220916927,0.266543552,0.04,0.105263158
9.89184E-5,8.755867997,0.226080413,0.263876064,0.053333333,0.105263158
1.01387E-4,9.006787306,0.231015252,0.261311173,0.08,0.105263158
1.03859E-4,9.253564127,0.235924236,0.258848877,0.08,0.105263158
