Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
9.66132E-13,0.000000001,0.000000003,0.998050882,0,0
1.32991E-12,0.000000003,0.000000004,0.99681986,0,0
2.63197E-12,0.00000001,0.000000007,0.992921625,0,0
5.5543E-12,0.000000025,0.000000015,0.988920804,0,0
1.41731E-11,0.0000001,0.000000039,0.980816578,0,0
2.82421E-11,0.000000251,0.000000078,0.973635618,0,0
7.33139E-11,0.000001003,0.000000204,0.958350431,0,0
1.3898E-10,0.000002509,0.000000386,0.943475585,0,0
4.60383E-10,0.000010034,0.000001278,0.915777595,0,0
8.29266E-10,0.000025016,0.000002302,0.891772671,0,0
1.36973E-9,0.000050112,0.000003803,0.867562577,0,0
2.53951E-9,0.000100225,0.000007051,0.840377513,0,0
5.9996E-9,0.000250173,0.000016657,0.802318424,0,0
1.14845E-8,0.000500335,0.000031885,0.772568732,0,0
2.52102E-8,0.001002197,0.000069991,0.74281904,0,0
6.57131E-8,0.002504255,0.000182428,0.706298728,0,0
1.32025E-7,0.005005862,0.000366484,0.67942142,0,0
2.61174E-7,0.010004947,0.000724857,0.652646697,0,0
6.49928E-7,0.025045299,0.001802821,0.615408289,0,0
1.36739E-6,0.050021169,0.003789187,0.588838736,0,0
2.74747E-6,0.10019862,0.007599021,0.562371769,0,0
4.84457E-6,0.200267437,0.01336033,0.535186705,0,0
6.58206E-6,0.300442162,0.018108367,0.517131719,0,0
8.08293E-6,0.400141614,0.022191363,0.503077554,0,0
9.46119E-6,0.500246157,0.025925875,0.491382848,0,0
1.05278E-5,0.60034942,0.02880621,0.481124333,0,0
1.16315E-5,0.700094458,0.031777749,0.47189167,0,0
1.21466E-5,0.751086213,0.033161208,0.467480509,0,0
1.27907E-5,0.800918593,0.034888613,0.463377103,0,0
1.40645E-5,0.900851837,0.038295745,0.455683217,0,0
1.52012E-5,1.000319303,0.041326187,0.448707427,0,0
1.6448E-5,1.100101295,0.04463902,0.442244563,0,0
1.74239E-5,1.200298262,0.047223949,0.436192039,0,0
1.86645E-5,1.30117382,0.050500006,0.430447271,0,0
1.96598E-5,1.400706929,0.053120169,0.425112844,0,0
2.05853E-5,1.501147291,0.055550093,0.419983586,0,0
2.30442E-5,1.751344802,0.061975827,0.408186295,0,0
2.54565E-5,2.00172432,0.068237173,0.397620025,0,0
2.80292E-5,2.251658374,0.074868953,0.388079606,0,0
3.08535E-5,2.50255708,0.082094698,0.379359869,0,0
3.3675E-5,2.752212767,0.089257074,0.371460812,0,0
3.65148E-5,3.002014551,0.096409499,0.364177267,0,0
3.93877E-5,3.252836015,0.103588065,0.357406648,0,0
4.18941E-5,3.50137613,0.109804456,0.351148954,0,0
4.42217E-5,3.750973656,0.115538491,0.345199015,0,0
4.6747E-5,4.001058838,0.12171791,0.339556832,0,0
4.99104E-5,4.252677733,0.129397978,0.334222405,0,0
5.26105E-5,4.504261035,0.135900172,0.329195732,0,0
5.49063E-5,4.751377275,0.14139025,0.324476816,0.013157895,0
5.69963E-5,5.00359598,0.146358133,0.319860484,0.013157895,0
5.96183E-5,5.254167547,0.152549865,0.315449323,0.013157895,0
6.23788E-5,5.504577194,0.159019982,0.311243332,0.013157895,0
6.51956E-5,5.753637587,0.165571243,0.307242511,0.013157895,0.055555556
6.73445E-5,6.004657488,0.170534836,0.303344276,0.013157895,0.055555556
6.99558E-5,6.252486293,0.176526601,0.299651211,0.013157895,0.055555556
7.22843E-5,6.501778704,0.181832973,0.29606073,0.013157895,0.055555556
7.48008E-5,6.752060776,0.187529429,0.292572835,0.013157895,0.055555556
7.77649E-5,7.00468768,0.194188203,0.289187526,0.013157895,0.055555556
8.09329E-5,7.251809625,0.201244715,0.286007386,0.026315789,0.055555556
8.34837E-5,7.50619035,0.206881562,0.282827247,0.039473684,0.055555556
8.57273E-5,7.751622981,0.211806609,0.279852277,0.039473684,0.055555556
8.90381E-5,8.005273345,0.219018482,0.276877308,0.052631579,0.055555556
9.20521E-5,8.257508119,0.225526568,0.274004924,0.052631579,0.055555556
9.46148E-5,8.509097481,0.231017284,0.271235125,0.052631579,0.055555556
9.7117E-5,8.758579636,0.236341104,0.268567911,0.065789474,0.055555556
9.89127E-5,9.003571575,0.240138743,0.266003283,0.065789474,0.055555556
1.01324E-4,9.254560305,0.24520975,0.263438654,0.065789474,0.055555556
1.04734E-4,9.502530314,0.252321209,0.260976611,0.065789474,0.055555556
1.07945E-4,9.757648573,0.258956961,0.258514567,0.065789474,0.055555556
1.11697E-4,10.010892079,0.266636307,0.256155109,0.065789474,0.111111111
1.15591E-4,10.260353576,0.274522104,0.253898236,0.065789474,0.111111111
1.17397E-4,10.504878357,0.278151533,0.251743947,0.065789474,0.111111111
1.19368E-4,10.753490184,0.282089497,0.249589659,0.078947368,0.111111111
1.214E-4,11.006343538,0.286128894,0.247435371,0.078947368,0.111111111
1.24153E-4,11.251438098,0.291565433,0.245383668,0.078947368,0.111111111
1.2682E-4,11.502273294,0.296790365,0.243331966,0.078947368,0.111111111
1.28489E-4,11.75758187,0.30004161,0.241280263,0.078947368,0.111111111
1.29558E-4,12.002804354,0.302116597,0.239331145,0.092105263,0.111111111
1.33257E-4,12.252749591,0.309247476,0.237382027,0.092105263,0.111111111
1.35471E-4,12.508033779,0.313480155,0.235432909,0.105263158,0.111111111
1.37493E-4,12.753762716,0.317322868,0.233586377,0.105263158,0.111111111
1.39486E-4,13.003112963,0.321089781,0.231739844,0.105263158,0.111111111
1.42326E-4,13.256596174,0.326421776,0.229893311,0.105263158,0.111111111
1.44916E-4,13.500804942,0.331248122,0.228149364,0.118421053,0.111111111
1.46474E-4,13.763167414,0.33413483,0.226302831,0.118421053,0.111111111
1.48353E-4,14.01420241,0.337599423,0.224558884,0.118421053,0.111111111
1.51724E-4,14.255276316,0.343769386,0.222917522,0.118421053,0.111111111
1.54341E-4,14.500261698,0.348520778,0.221276159,0.118421053,0.111111111
1.56939E-4,14.765036377,0.353202929,0.219532212,0.118421053,0.111111111
1.5924E-4,15.002084561,0.357322404,0.217993435,0.118421053,0.111111111
1.61848E-4,15.25923791,0.361957641,0.216352072,0.118421053,0.111111111
1.64138E-4,15.503834795,0.36600285,0.214813295,0.118421053,0.111111111
1.65835E-4,15.751168344,0.368983033,0.213274518,0.118421053,0.111111111
1.67577E-4,16.001355776,0.372026646,0.211735741,0.118421053,0.111111111
1.70126E-4,16.254712508,0.376454578,0.210196963,0.131578947,0.111111111
1.73476E-4,16.512617734,0.382228637,0.208658186,0.131578947,0.111111111
1.75691E-4,16.756871688,0.386014889,0.207221994,0.131578947,0.166666667
1.77409E-4,17.004083239,0.38893765,0.205785802,0.131578947,0.166666667
1.78884E-4,17.253315319,0.391434558,0.20434961,0.144736842,0.166666667
1.81076E-4,17.505506348,0.395126857,0.202913418,0.144736842,0.166666667
1.83008E-4,17.760644917,0.398363109,0.201477226,0.144736842,0.166666667
1.84508E-4,18.017751659,0.400862721,0.200041034,0.144736842,0.166666667
1.86541E-4,18.25918545,0.40423587,0.198707427,0.144736842,0.166666667
1.87674E-4,18.502605461,0.406106582,0.19737382,0.144736842,0.166666667
1.89904E-4,18.76700928,0.409771462,0.195937628,0.157894737,0.166666667
1.91379E-4,19.01513854,0.412184457,0.194604021,0.157894737,0.166666667
1.93718E-4,19.265914234,0.415988816,0.193270414,0.157894737,0.166666667
1.95636E-4,19.519123485,0.419091016,0.191936808,0.157894737,0.166666667
1.96763E-4,19.754586161,0.420906038,0.190705786,0.171052632,0.166666667
1.9876E-4,20.011580908,0.424106849,0.189372179,0.171052632,0.166666667
2.00236E-4,20.250880136,0.426462731,0.188141157,0.171052632,0.166666667
2.02503E-4,20.512833999,0.430061339,0.18680755,0.184210526,0.166666667
2.05523E-4,20.75735864,0.434819693,0.185576529,0.184210526,0.166666667
2.06633E-4,21.004659479,0.43655917,0.184345507,0.184210526,0.166666667
2.09157E-4,21.254361593,0.440493874,0.183114485,0.184210526,0.166666667
2.10378E-4,21.506113414,0.44238659,0.181883463,0.184210526,0.166666667
2.12211E-4,21.760001265,0.445217588,0.180652442,0.184210526,0.166666667
2.14084E-4,22.015890236,0.448095453,0.17942142,0.197368421,0.166666667
2.1559E-4,22.252142195,0.450398085,0.178292983,0.197368421,0.166666667
2.18285E-4,22.512415613,0.454494005,0.177061961,0.197368421,0.166666667
2.20078E-4,22.753663269,0.457203894,0.175933525,0.236842105,0.166666667
2.21909E-4,23.019114017,0.459955552,0.174702503,0.236842105,0.166666667
