X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,1.2161460578723937E-4,10.510595036478142,0.2766394045937016
2.0,2.0,train,1.9800240768825435E-4,17.9713948324062,0.40978030459446035
4.0,4.0,train,1.1984739457122065E-4,10.347797314120287,0.27322731596724303
5.0,5.0,train,4.736382116799764E-5,3.644142147966618,0.11849541860568824
6.0,6.0,train,3.840247852297186E-4,51.95976497303422,0.6403483231792235
7.0,7.0,train,3.509119833701188E-4,45.733559085515544,0.6071954927330487
9.0,9.0,train,2.593223544184704E-4,26.452890823402473,0.4986993616407899
11.0,11.0,train,1.0909219226759188E-4,9.32805034473,0.2521115983596409
12.0,12.0,train,3.7638127108023716E-4,50.82938639367739,0.6329529996789036
13.0,13.0,train,7.274035800154232E-4,80.74320409128813,0.8558646350472974
16.0,16.0,train,4.696611842383615E-4,64.76504162046113,0.7136843415191967
17.0,17.0,train,2.715411296628585E-4,28.786148036912714,0.5147478604216305
18.0,18.0,train,2.980506061850471E-4,34.28090310746709,0.547821701234424
19.0,19.0,train,2.5860463887496476E-4,26.29698738258933,0.49774035766001545
20.0,20.0,train,2.735796703558487E-4,29.026425006665253,0.5173748801290753
21.0,21.0,train,7.041575836755935E-4,80.09290142032496,0.8466604663753039
22.0,22.0,train,6.615619405014809E-4,78.58138545363606,0.8282426818752024
24.0,24.0,train,8.78552483409243E-5,7.135857506061422,0.20859835191166087
25.0,25.0,train,4.6545804423424547E-4,64.18119538013251,0.7104617417350281
27.0,27.0,train,2.9851976853692764E-4,34.375020084826424,0.548386269328912
28.0,28.0,train,3.26396156222399E-4,40.263186649607306,0.5806964054869538
29.0,29.0,train,9.427148544843682E-4,86.56941982320109,0.9187605733502239
30.0,30.0,train,5.530142932178163E-4,71.96656103017503,0.770676429288609
31.0,31.0,train,1.204531128222705E-4,10.40359684208144,0.2743986311508535
32.0,32.0,train,3.866636883462929E-4,52.67936594663638,0.6428667841692939
33.0,33.0,train,0.010893102725108818,100.0,0.9999999999997474
35.0,35.0,train,0.002595057740711362,97.04118423233466,0.9990026183805244
36.0,36.0,train,3.8483787052198145E-4,52.28483993088807,0.6411261856912677
37.0,37.0,train,0.0010824053135321185,87.85199913853876,0.9439962265050021
38.0,38.0,train,3.4945702248187374E-4,45.333464411304625,0.6056706533753365
39.0,39.0,train,4.214675671151564E-4,57.94592632216843,0.6744781307539813
40.0,40.0,train,6.204368924387721E-4,76.72572452215744,0.8083646407868178
42.0,42.0,train,3.839732734662234E-4,51.93430139932073,0.6402989861476774
43.0,43.0,train,8.573149687364437E-5,6.908786902051079,0.20411003015064044
45.0,45.0,train,0.0012315263161086628,89.51586652881835,0.9623503040351638
46.0,46.0,train,2.8590624762735E-4,31.598933987877146,0.5329595967035644
47.0,47.0,train,2.6371192674888127E-4,27.191593404461102,0.5045249451171967
48.0,48.0,train,4.067671949507301E-4,55.791875579824584,0.6614826810711536
49.0,49.0,train,3.799217149135297E-4,51.30071510855959,0.6363972006726248
50.0,50.0,train,0.0014574904087230629,91.77703748772882,0.9793729094900724
51.0,51.0,train,2.2509463101980857E-4,21.2267912814837,0.4508613422827563
52.0,52.0,train,5.379203891814388E-4,71.02278246292292,0.7612713566895715
53.0,53.0,train,0.007217941586920425,98.91069019736013,0.999999995506575
54.0,54.0,train,7.844266118787732E-4,82.79548107884362,0.8761704146817719
55.0,55.0,train,8.074361260890006E-4,83.79165916316605,0.8835299344148578
56.0,56.0,train,8.12265537786912E-4,83.87583643510284,0.8850181769035743
59.0,59.0,train,0.0018836629144951586,94.43606307210068,0.9933690314801842
60.0,60.0,train,1.825341084368107E-4,16.249411118909233,0.38496120085369623
61.0,61.0,train,7.596868954501773E-4,81.81686274127361,0.867737884296474
62.0,62.0,train,4.847530686828227E-4,66.69581256564004,0.7249626967439431
63.0,63.0,train,7.262552509969947E-4,80.6756305133549,0.8554232111978336
64.0,64.0,train,0.0018807232671161382,94.36390217570606,0.9933169206658092
67.0,67.0,train,4.652316212518662E-4,64.11458440340874,0.7102871144430056
68.0,68.0,train,0.001693653161647862,93.33448087870111,0.9890018432856069
69.0,69.0,train,0.0013371581273837498,90.80576805909105,0.9715815660667052
73.0,73.0,train,2.639892341595588E-4,27.27138765639062,0.5048906894884027
74.0,74.0,train,4.712578499783768E-4,65.01100279603831,0.7148991026789959
75.0,75.0,train,0.0012694575656491255,90.01966114650207,0.9659674375251538
77.0,77.0,train,0.001536963876603783,92.5252370326816,0.9833072339686241
78.0,78.0,train,1.8625998755152057E-4,16.828215152262725,0.39103322262456464
79.0,79.0,train,7.20969905342947E-4,80.41248786864682,0.8533740011342917
80.0,80.0,train,2.3313191918801748E-4,22.166051969873365,0.46248939727431326
81.0,81.0,train,4.031685066314476E-4,55.15063232286376,0.658223095249123
82.0,82.0,train,3.098697119850264E-4,36.86393754985506,0.5618315255122444
83.0,83.0,train,3.1883801570647215E-4,38.758510909902995,0.5721717658853434
84.0,84.0,train,4.2020371030703787E-4,57.72853876330595,0.6733807337160242
85.0,85.0,train,3.4188616267673744E-4,43.49131137908492,0.5976401242256526
86.0,86.0,train,1.657046062300279E-4,14.799591592205811,0.3567711174941891
87.0,87.0,train,2.620019765859923E-4,26.82825496861931,0.5022636923682287
88.0,88.0,train,1.2916959586181372E-4,11.20440219651593,0.2910466908223387
89.0,89.0,train,4.036274008475594E-4,55.281110622104705,0.6586404877993548
90.0,90.0,train,2.9727106248829513E-4,34.11519432813529,0.5468820736803485
92.0,92.0,train,8.33721778780199E-4,84.3177259105893,0.8914036008889981
93.0,93.0,train,5.871958049555705E-4,74.36090785988975,0.7906281077073842
94.0,94.0,train,0.001895305679700575,94.62547593926575,0.9935714605568433
3.0,3.0,test,9.809588374449984E-5,8.143041611112375,0.22988809768466323
8.0,8.0,test,4.6047589434383815E-4,63.591647842915826,0.7065948542287319
10.0,10.0,test,2.4761229416856345E-4,24.422143954629437,0.48282117350091736
14.0,14.0,test,2.4495884028820423E-4,24.007369682956092,0.47915390894163556
15.0,15.0,test,3.294387192795929E-4,41.131455282431126,0.5840798943192236
