X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,8.050051629043302E-5,7.2180812464348145,0.20028529830510633
2.0,2.0,train,2.489731578717284E-4,27.086762384216907,0.49904788389229615
3.0,3.0,train,8.572730368699181E-5,7.7516232634715525,0.21180660941631102
4.0,4.0,train,1.288981972989711E-4,11.851449389270142,0.30083654318537856
5.0,5.0,train,5.325392232554381E-5,4.573517985004548,0.13744232839890647
6.0,6.0,train,5.692094234897292E-4,71.51862301615168,0.7940955751842719
7.0,7.0,train,4.26899104049885E-4,59.706493256838044,0.6943257453667994
8.0,8.0,train,6.222156718493576E-4,74.53183242066034,0.8222733892488304
9.0,9.0,train,2.5048233036960196E-4,27.30306590594532,0.5011425021445788
10.0,10.0,train,3.9486600942990663E-4,54.518320735947555,0.6658947255937033
11.0,11.0,train,8.334789979554428E-5,7.492647557752629,0.20658246018974635
13.0,13.0,train,8.557366575738777E-4,82.56053845025924,0.9070647644428613
14.0,14.0,train,2.9756655332413497E-4,35.633181691760306,0.5622724612325438
15.0,15.0,train,4.032685642668017E-4,55.95183647176428,0.6735987578882763
16.0,16.0,train,3.175980918988404E-4,39.397642423102596,0.585952193086315
17.0,17.0,train,1.8862795147538253E-4,18.615712372763152,0.4076771122305981
18.0,18.0,train,2.1972797413708574E-4,22.706567385582577,0.4566757207774338
20.0,20.0,train,1.9674439419863147E-4,19.75069887459418,0.4208754574350432
21.0,21.0,train,5.158801039325672E-4,68.64863277190506,0.7612362182798341
23.0,23.0,train,5.230871287917725E-4,69.15551543658637,0.7659662716296798
25.0,25.0,train,3.995248268687711E-4,55.30441078337049,0.6701884350127172
26.0,26.0,train,0.0011934832682483792,90.02343432506525,0.9636138202882449
27.0,27.0,train,5.660378648900824E-4,71.38814777730204,0.7922744859458372
28.0,28.0,train,4.834548884629386E-4,66.92081354311821,0.7387443295135135
29.0,29.0,train,0.0022732873532349913,97.04082579384132,0.9981847200773518
30.0,30.0,train,4.316838888804209E-4,60.434460896144195,0.698359589584251
31.0,31.0,train,1.433426642596329E-4,13.352456531650418,0.3283205679625951
32.0,32.0,train,4.3857940431558587E-4,61.52584509210977,0.7040794445823921
34.0,34.0,train,0.002505939017776508,97.5340981093966,0.9990484759957813
36.0,36.0,train,6.456969749876204E-4,75.6258085175939,0.8334903289696589
38.0,38.0,train,2.812570089362057E-4,32.634392998753086,0.5419958727704746
41.0,41.0,train,2.3650299882853944E-4,25.261639589330517,0.4814002177315483
42.0,42.0,train,4.905909780189824E-4,67.31846152752809,0.7438695223574132
43.0,43.0,train,1.183077456872648E-4,10.619755145048337,0.2799737246084043
44.0,44.0,train,0.0019969727458545297,96.39440421640053,0.9960905575470498
47.0,47.0,train,3.6475831804919063E-4,49.17239047055975,0.6367662347063374
49.0,49.0,train,4.174396985861551E-4,58.13930792575821,0.6861914969616187
50.0,50.0,train,0.0016899411843348815,95.64201389207182,0.9908309665877264
51.0,51.0,train,1.3483899295758969E-4,12.435160515841917,0.3122739079628839
52.0,52.0,train,7.185848649812754E-4,78.32737973479662,0.8639953987518822
