Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
8.44117E-12,0.000000002,0.000000022,0.999897404,0,0
9.43535E-12,0.000000003,0.000000025,0.999794809,0,0
1.36401E-11,0.000000011,0.000000036,0.999076639,0,0
1.9634E-11,0.000000026,0.000000052,0.998153278,0,0
4.08653E-11,0.000000101,0.000000109,0.99548579,0,0
5.75086E-11,0.000000252,0.000000153,0.99240792,0,0
1.49076E-10,0.000001007,0.000000397,0.984508054,0,0
2.67118E-10,0.000002516,0.000000711,0.97701857,0,0
6.17373E-10,0.000010021,0.000001644,0.95947471,0,0
1.04967E-9,0.000025028,0.000002795,0.941212681,0,0
1.50934E-9,0.000050108,0.000004019,0.920898738,0,0
2.24748E-9,0.000100015,0.000005985,0.893505694,0,0
4.50334E-9,0.00025002,0.000011992,0.845798707,0,0
9.20022E-9,0.000500366,0.000024499,0.80640197,0,0
1.80927E-8,0.00100073,0.000048178,0.767415615,0,0
6.18891E-8,0.002502481,0.000164791,0.722581307,0,0
1.23268E-7,0.005010247,0.000328197,0.693751924,0,0
2.22173E-7,0.01001638,0.000591448,0.663588797,0,0
4.9752E-7,0.025031802,0.001323968,0.618549297,0,0
1.04504E-6,0.050014004,0.00277898,0.583871961,0,0
2.21201E-6,0.100164333,0.005873047,0.551554324,0,0
4.17601E-6,0.200115019,0.011058701,0.518928901,0,0
5.77982E-6,0.300445489,0.015273234,0.498307171,0,0
7.20974E-6,0.400270051,0.019015689,0.482507438,0,0
8.92203E-6,0.500127731,0.023478469,0.469785575,0,0
1.02281E-5,0.600034492,0.026868772,0.45901303,0,0
1.14675E-5,0.700513612,0.030075313,0.449471632,0,0
1.19726E-5,0.751057429,0.031379014,0.445060018,0,0
1.25303E-5,0.801215686,0.032816445,0.440853596,0,0
1.39532E-5,0.900162881,0.036474233,0.433158921,0,0
1.51723E-5,1.000719264,0.03959713,0.426079819,0,0
1.69543E-5,1.100240333,0.044143704,0.419718888,0,0
1.82122E-5,1.200514059,0.047340044,0.413870935,0,0
1.95069E-5,1.300589727,0.050618773,0.408433364,0,0
2.04446E-5,1.400437557,0.052986504,0.403303581,0,0
2.153E-5,1.500761129,0.05571975,0.398378988,0,0
2.46981E-5,1.750875357,0.063652349,0.387298656,0,0
2.77682E-5,2.000525791,0.071276151,0.377552067,0,0
3.12868E-5,2.25215886,0.07993744,0.368831435,0,0
3.41622E-5,2.500902538,0.086955427,0.361034164,0,0
3.72866E-5,2.750922706,0.094520218,0.353852467,0,0
4.00062E-5,3.001279424,0.101054213,0.347183749,0,0
4.32417E-5,3.251729078,0.108765927,0.341028009,0,0
4.60838E-5,3.502101543,0.11548556,0.335282651,0,0
4.83395E-5,3.752410679,0.120782755,0.329845081,0.013333333,0
5.1725E-5,4.002230441,0.128673378,0.324715297,0.013333333,0
5.43472E-5,4.252500776,0.134736325,0.319893301,0.013333333,0
5.78306E-5,4.504263279,0.142725346,0.315276495,0.013333333,0
6.03904E-5,4.752523054,0.148549138,0.310967477,0.013333333,0
6.32256E-5,5.005702286,0.15495335,0.306761055,0.013333333,0
6.57903E-5,5.256480975,0.160704999,0.302759824,0.013333333,0
6.98307E-5,5.500245665,0.169686646,0.299066379,0.013333333,0
7.32094E-5,5.750935066,0.177123668,0.295475531,0.013333333,0
7.56385E-5,6.003920855,0.182429094,0.291987278,0.013333333,0
7.8081E-5,6.257733567,0.187729506,0.288601621,0.013333333,0
8.06112E-5,6.503293377,0.193183868,0.285421155,0.013333333,0
8.41912E-5,6.750013677,0.200838847,0.282343285,0.013333333,0
