X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,1.0245035411247072E-4,8.17645646308967,0.21709244187304388
2.0,2.0,train,2.181746249952349E-4,20.63044259031004,0.4061870886591439
3.0,3.0,train,8.141606528135464E-5,6.3437943333399485,0.17674760984660587
8.0,8.0,train,3.9445387614427325E-4,51.10312344872126,0.6102693091849408
9.0,9.0,train,2.5457404564209365E-4,26.389155082612913,0.4556399984700883
10.0,10.0,train,3.149761156218413E-4,38.63996058076299,0.5287833065881249
11.0,11.0,train,7.62206151163739E-5,5.907892921702825,0.16646634163415008
12.0,12.0,train,2.715877159513379E-4,29.799100068417218,0.47732109001908885
13.0,13.0,train,7.589285350972499E-4,74.89010949477581,0.8368331782776904
14.0,14.0,train,2.314999018997265E-4,22.643519327752486,0.4247918692314564
15.0,15.0,train,3.176755133646959E-4,39.02402328370073,0.5318121768479054
18.0,18.0,train,2.3345245425346496E-4,23.023151443850665,0.42746861968021654
19.0,19.0,train,2.3834631037905374E-4,23.68859979745764,0.4341229903740986
21.0,21.0,train,6.941772287717346E-4,72.66910803515462,0.8095374431466372
22.0,22.0,train,6.836243343251963E-4,72.3140772466771,0.8046749441449694
23.0,23.0,train,7.538827926476999E-4,74.53486611170334,0.834854525353683
24.0,24.0,train,1.0310542287151699E-4,8.22162178084508,0.2183166359024029
25.0,25.0,train,3.6834231211550094E-4,47.67416362312957,0.5851848020281909
26.0,26.0,train,0.001050662615006325,82.21075798707727,0.9187234024314428
28.0,28.0,train,4.042821757558167E-4,52.80539412657597,0.6193130335466176
29.0,29.0,train,0.0021023445315680833,92.20815006968488,0.9934101803162395
31.0,31.0,train,6.503847675019864E-5,5.050084945805131,0.14390036426217756
32.0,32.0,train,1.7555507775780414E-4,15.341091013818197,0.3425446229556871
33.0,33.0,train,0.010554649960936162,100.0,0.9999999999887842
34.0,34.0,train,0.0033185016841911514,96.42878713037746,0.9996393027177285
35.0,35.0,train,0.0032783003818121445,96.09693739985136,0.9996029450169643
37.0,37.0,train,0.0014100771753142428,86.63624588294921,0.9655584665720346
38.0,38.0,train,3.698666202110862E-4,47.86770695719837,0.5866925529007698
39.0,39.0,train,5.180647749836231E-4,63.070111753561044,0.7099174587675778
40.0,40.0,train,7.203598804341162E-4,73.63647317693966,0.8210853899146784
41.0,41.0,train,2.623787816732953E-4,27.8920459592775,0.4656952921745715
43.0,43.0,train,1.6877763877670091E-4,14.506506910952803,0.33181350435562884
44.0,44.0,train,0.0018682677415922048,90.9735021129398,0.9884728493870317
45.0,45.0,train,0.0010376398531550574,82.02692440050853,0.9161551709932955
46.0,46.0,train,2.310670425518057E-4,22.57861771024246,0.4241967705009563
48.0,48.0,train,3.972793494113399E-4,51.677927570728116,0.6128910128725003
50.0,50.0,train,0.0015312470638136504,88.08592657457451,0.9742147143776381
51.0,51.0,train,2.2275210193929804E-4,21.332775659726305,0.41264505991379063
52.0,52.0,train,6.737465272309025E-4,71.61178090832162,0.8000110874065117
53.0,53.0,train,0.0072737477976596585,98.94453406121872,0.999999971576317
54.0,54.0,train,0.001600130866511214,89.0647700071676,0.9781270764298501
55.0,55.0,train,0.001845036664573568,90.80759272618997,0.9878150544884877
56.0,56.0,train,9.171986033905335E-4,79.5536504502912,0.8882028138572542
57.0,57.0,train,5.203343634063069E-4,63.20673175435024,0.7114859588980949
58.0,58.0,train,2.0971735480253753E-4,19.476766310222185,0.3940680834651291
59.0,59.0,train,0.001584832912158255,88.90477741843348,0.977312948563246
61.0,61.0,train,3.248927632959365E-4,40.27315490664376,0.5398150518407133
62.0,62.0,train,4.6472826729450676E-4,58.569394000821845,0.6704989538498699
64.0,64.0,train,0.0020340219038868686,91.58171214323738,0.9922418809778489
65.0,65.0,train,3.024562732437803E-4,36.39234476645517,0.5144771536347311
66.0,66.0,train,0.0015583698227878318,88.42951066265331,0.9758324399575983
68.0,68.0,train,0.0016389459472274622,89.55221422672666,0.9800640368248905
69.0,69.0,train,0.0012372919267158579,84.73718220157613,0.9479593666372771
70.0,70.0,train,0.0010374268970304915,82.0183935477422,0.9161125062105755
71.0,71.0,train,0.001202563742034947,83.97248697966612,0.9434578731792262
72.0,72.0,train,0.0012816718937894355,85.42513266874053,0.9531942143443468
73.0,73.0,train,1.9740809996233194E-4,17.913918251230065,0.37598597176213244
74.0,74.0,train,7.55312650468958E-4,74.6863083388466,0.8354176579561864
75.0,75.0,train,0.002072081815986586,91.78893509000501,0.9929161347275242
76.0,76.0,train,4.457799879575681E-4,56.63473339602188,0.6552413804830579
77.0,77.0,train,0.0024670425885739834,93.79983733795838,0.9972425413506164
80.0,80.0,train,2.427237501504146E-4,24.313170021854276,0.44000961193320165
81.0,81.0,train,3.664508177566336E-4,47.332557448883115,0.5833062037745349
82.0,82.0,train,3.00783686605601E-4,36.02928105451537,0.5125333210333054
83.0,83.0,train,3.312268096039864E-4,41.3764769715413,0.546725794670438
84.0,84.0,train,3.6038634593889697E-4,46.33422505901594,0.5772255212955294
85.0,85.0,train,3.094186630516844E-4,37.63848664274773,0.5224857058468093
86.0,86.0,train,1.3958445117114257E-4,11.45128759246601,0.2835517126187552
87.0,87.0,train,2.4897926150933586E-4,25.369815579659477,0.4483156729020231
88.0,88.0,train,1.1089080476986307E-4,8.87141014487678,0.23272023860158364
89.0,89.0,train,3.505983797250378E-4,44.437130260414854,0.5672236527575973
90.0,90.0,train,2.370870854585463E-4,23.51749510418946,0.43241819845964635
91.0,91.0,train,1.3643580763144476E-4,11.135014653307879,0.2781424840460016
92.0,92.0,train,5.253146873879527E-4,63.834874179774985,0.7148981730606658
94.0,94.0,train,0.0028792122493772865,95.14365199286424,0.9989698654319041
4.0,4.0,test,1.1676350828819797E-4,9.375059873381591,0.2434093509333033
5.0,5.0,test,2.1601125768949416E-5,1.536895876631469,0.05029350698907509
6.0,6.0,test,2.7326094471827984E-4,30.24134186547043,0.47940613424151246
7.0,7.0,test,3.4948426947561424E-4,44.30497538524118,0.5660702993797181
16.0,16.0,test,3.4067062084952755E-4,42.89921008329494,0.5568371950890035
17.0,17.0,test,2.21130896645428E-4,21.0520035147405,0.4103659118681925
20.0,20.0,test,1.9636399490569523E-4,17.79264984909531,0.37442759333527564
27.0,27.0,test,4.68686493464916E-4,58.824790103556026,0.6735999297548196
30.0,30.0,test,2.9175241511171567E-4,34.36591335850965,0.5019021830613425
36.0,36.0,test,5.415162727989894E-4,64.58903258358781,0.725721802409911
42.0,42.0,test,4.011030225820674E-4,52.200547247938026,0.6164108672415851
