X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
2.0,2.0,train,2.504580489698069E-4,24.100078158675146,0.463269609348373
3.0,3.0,train,1.1746659217630324E-4,9.134060089372467,0.25311498752407147
4.0,4.0,train,1.448917038410135E-4,11.405684578280374,0.3023106473458489
5.0,5.0,train,2.4524245552610744E-5,1.8970401676208073,0.05911102358589859
6.0,6.0,train,4.239611922905581E-4,56.478960878526365,0.6512240046596016
7.0,7.0,train,3.448479929690934E-4,42.71985435432376,0.5754688171381511
8.0,8.0,train,4.6618206728804974E-4,60.27271682752981,0.6859561205209743
10.0,10.0,train,3.78932841833855E-4,49.73139442917535,0.6099393849962303
12.0,12.0,train,3.172158335686777E-4,37.26460533469654,0.5453003192760413
13.0,13.0,train,0.0010037483629453498,82.94445164618735,0.917404344334247
14.0,14.0,train,3.0690854838753915E-4,35.010554514909444,0.5335058599734483
15.0,15.0,train,4.183683766298338E-4,55.50624030876525,0.6463438412828699
16.0,16.0,train,4.153368660686652E-4,55.14285379112248,0.643670137495917
17.0,17.0,train,2.0266413263266543E-4,18.02855129182551,0.3955982100425248
19.0,19.0,train,3.233151236039419E-4,38.60917498645791,0.5521387111514395
20.0,20.0,train,2.2088945178256467E-4,20.29490016541715,0.4223554859652634
21.0,21.0,train,6.612373094885159E-4,70.7575161730289,0.8065690095863031
22.0,22.0,train,7.018590127401638E-4,73.19220472871261,0.8251380544829763
23.0,23.0,train,7.301252550693308E-4,74.23925873639342,0.8369968195990471
24.0,24.0,train,1.7924554724813566E-4,15.157077868185544,0.35938905255700293
25.0,25.0,train,3.873434798871247E-4,51.28180591480614,0.6180055642747773
26.0,26.0,train,9.12847324719092E-4,80.99709202621956,0.8964764223245076
27.0,27.0,train,4.8721255538840106E-4,61.87305247482992,0.7019435857371463
28.0,28.0,train,5.003048666710965E-4,62.76382972904029,0.7114826792470735
29.0,29.0,train,0.001620993721200877,92.3298897620956,0.982178243648635
30.0,30.0,train,3.5383349082878946E-4,44.777877565316516,0.5848411897638731
32.0,32.0,train,4.1454523645552687E-4,55.02193193040211,0.6429686210418626
33.0,33.0,train,0.010826319376475234,100.0,0.9999999999979183
34.0,34.0,train,0.0023494516483759205,96.38193045779674,0.9970829382401581
35.0,35.0,train,0.002944757888081057,97.45812745181556,0.9993353221705739
