Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
5.67346E-12,0.000000001,0.000000014,0.999897404,0,0
7.03443E-12,0.000000003,0.000000017,0.999589617,0,0
1.05278E-11,0.00000001,0.000000025,0.998768852,0,0
1.70649E-11,0.000000026,0.000000041,0.9976403,0,0
3.00369E-11,0.000000102,0.000000072,0.994357238,0,0
4.59941E-11,0.000000253,0.00000011,0.990150816,0,0
1.16158E-10,0.000001004,0.000000277,0.98081461,0,0
1.93661E-10,0.000002508,0.000000463,0.97086283,0,0
4.59144E-10,0.000010028,0.000001097,0.94644506,0,0
9.31054E-10,0.000025006,0.000002224,0.92346363,0,0
1.57248E-9,0.000050139,0.000003756,0.902226326,0,0
2.51468E-9,0.000100111,0.000006007,0.876987791,0,0
5.18508E-9,0.000250169,0.000012386,0.834718375,0,0
1.04176E-8,0.000500613,0.000024886,0.79952806,0,0
2.30851E-8,0.001000873,0.000055146,0.767210424,0,0
6.19821E-8,0.002504353,0.000148056,0.727711091,0,0
1.14724E-7,0.005010636,0.000274023,0.698471325,0,0
2.09967E-7,0.010011714,0.000501458,0.666564071,0,0
4.59878E-7,0.025001243,0.001097985,0.617420745,0,0
1.03384E-6,0.050087429,0.002466668,0.581204473,0,0
2.24845E-6,0.100082077,0.005356848,0.548476454,0,0
3.98467E-6,0.200211742,0.009473702,0.51492767,0,0
5.37757E-6,0.300329224,0.012764147,0.493074792,0,0
6.50318E-6,0.400357757,0.015415203,0.475736124,0,0
7.66438E-6,0.500232088,0.018142608,0.461270134,0,0
8.85562E-6,0.600865707,0.020932733,0.448753463,0,0
1.01479E-5,0.700575593,0.023950435,0.437980917,0,0.052631579
1.07162E-5,0.750729189,0.025274822,0.433056325,0,0.052631579
1.14031E-5,0.80067289,0.026872784,0.42843952,0,0.052631579
1.25617E-5,0.900053673,0.029562443,0.419924079,0,0.052631579
1.4172E-5,1.000684627,0.033288385,0.412229404,0,0.052631579
1.58257E-5,1.100953355,0.037099853,0.405355494,0,0.052631579
1.73202E-5,1.200430219,0.040531351,0.399199754,0,0.052631579
1.86476E-5,1.301280763,0.04356914,0.393454396,0,0.052631579
1.99312E-5,1.400030756,0.046497397,0.388222017,0,0.052631579
2.1119E-5,1.500417339,0.04919899,0.383194829,0,0.052631579
2.4439E-5,1.75161475,0.056710058,0.371909305,0,0.105263158
2.77737E-5,2.002397685,0.06419464,0.362060121,0,0.105263158
3.06099E-5,2.25080762,0.070513541,0.353339489,0,0.105263158
3.34363E-5,2.500305131,0.07676817,0.345337027,0,0.105263158
3.66735E-5,2.75054462,0.083880316,0.338052734,0,0.105263158
3.97237E-5,3.003229905,0.090531407,0.33128142,0,0.105263158
4.21825E-5,3.253507065,0.095857736,0.325023084,0,0.105263158
4.52855E-5,3.50252815,0.102535108,0.319175131,0,0.105263158
4.86518E-5,3.751376,0.109723188,0.31373756,0,0.105263158
5.21764E-5,4.003136858,0.117187694,0.308607777,0,0.105263158
5.48457E-5,4.254531298,0.122799112,0.30378578,0,0.105263158
5.82199E-5,4.503780393,0.129841432,0.299271571,0,0.105263158
6.11525E-5,4.754420551,0.135916137,0.294962553,0,0.105263158
6.44278E-5,5.006064963,0.142650522,0.290858726,0,0.105263158
6.78184E-5,5.250472751,0.149566864,0.287062686,0.013333333,0.105263158
7.16057E-5,5.501995719,0.157226182,0.283369242,0.013333333,0.105263158
7.44814E-5,5.756601439,0.162995948,0.279778393,0.013333333,0.105263158
7.72798E-5,6.000029685,0.168572752,0.276495332,0.026666667,0.105263158
8.03613E-5,6.25217142,0.174670583,0.27321227,0.026666667,0.105263158
8.32797E-5,6.505680248,0.180404664,0.270031805,0.04,0.105263158
8.64011E-5,6.752052815,0.18649326,0.26705653,0.04,0.105263158
8.90961E-5,7.006122241,0.191713781,0.264081256,0.04,0.105263158
9.15166E-5,7.258814991,0.196373966,0.261208577,0.04,0.105263158
9.39704E-5,7.509330447,0.201070911,0.258438494,0.04,0.105263158
9.7182E-5,7.758117127,0.207176878,0.255771006,0.04,0.105263158
9.99584E-5,8.004642592,0.212417971,0.253206115,0.04,0.105263158
1.03648E-4,8.259031088,0.219329381,0.250641223,0.066666667,0.105263158
1.06738E-4,8.500583758,0.225070088,0.248281523,0.066666667,0.105263158
1.09537E-4,8.760392376,0.230234052,0.245819226,0.066666667,0.105263158
1.12517E-4,9.004765094,0.235695197,0.243562122,0.08,0.105263158
1.15198E-4,9.255814408,0.24057473,0.241305017,0.08,0.105263158
1.18425E-4,9.501616439,0.246405715,0.239150508,0.08,0.157894737
1.21951E-4,9.754395326,0.252728228,0.236995999,0.08,0.157894737
1.25568E-4,10.000939265,0.259156593,0.234944085,0.08,0.157894737
1.27967E-4,10.254523158,0.263389789,0.232892172,0.08,0.157894737
1.30357E-4,10.500137083,0.267583834,0.230942854,0.08,0.157894737
1.32963E-4,10.763001298,0.272129798,0.228890941,0.08,0.157894737
1.35038E-4,11.004176344,0.275728802,0.227044219,0.08,0.157894737
1.37665E-4,11.25007015,0.280258712,0.225197497,0.093333333,0.157894737
1.40057E-4,11.500825225,0.284359409,0.223350775,0.106666667,0.157894737
1.42014E-4,11.754478713,0.287698344,0.221504053,0.106666667,0.157894737
1.44559E-4,12.012382024,0.292014528,0.21965733,0.106666667,0.157894737
1.47458E-4,12.260914815,0.296901479,0.217913204,0.106666667,0.157894737
1.49352E-4,12.513161397,0.300075551,0.216169078,0.106666667,0.157894737
1.51049E-4,12.753554141,0.302906484,0.214527547,0.106666667,0.157894737
1.54438E-4,13.013454523,0.308527094,0.212783421,0.106666667,0.157894737
1.56502E-4,13.262334701,0.311928049,0.21114189,0.106666667,0.157894737
1.59038E-4,13.515125057,0.316084107,0.209500359,0.106666667,0.157894737
1.61796E-4,13.755697469,0.32057554,0.207961424,0.106666667,0.157894737
1.64897E-4,14.001275556,0.325591121,0.206422489,0.106666667,0.157894737
1.66877E-4,14.266565939,0.328773069,0.204780958,0.106666667,0.157894737
1.68738E-4,14.501714525,0.331750275,0.203344619,0.106666667,0.157894737
1.70845E-4,14.7564539,0.335105653,0.201805684,0.12,0.157894737
1.72708E-4,15.014067621,0.338057787,0.200266749,0.12,0.157894737
1.75065E-4,15.25743431,0.341774812,0.198830409,0.12,0.157894737
1.76506E-4,15.503414276,0.344036717,0.19739407,0.133333333,0.157894737
1.78881E-4,15.752236909,0.347747651,0.195957731,0.133333333,0.157894737
1.8116E-4,16.0043988,0.351288791,0.194521391,0.133333333,0.157894737
1.83754E-4,16.259852211,0.35529565,0.193085052,0.133333333,0.157894737
1.862E-4,16.500733572,0.359051826,0.191751308,0.133333333,0.157894737
1.88938E-4,16.763018328,0.363230732,0.190314969,0.133333333,0.157894737
1.9089E-4,17.010249965,0.366193954,0.188981225,0.133333333,0.157894737
1.92438E-4,17.259624864,0.368532942,0.187647481,0.133333333,0.157894737
1.94441E-4,17.511050532,0.371546923,0.186313738,0.133333333,0.157894737
1.96125E-4,17.764891598,0.374070086,0.184979994,0.133333333,0.157894737
1.98164E-4,18.001712855,0.377111247,0.183748846,0.146666667,0.210526316
2.01073E-4,18.260892675,0.381425224,0.182415102,0.146666667,0.210526316
2.03074E-4,18.503703145,0.384375014,0.181183954,0.146666667,0.210526316
2.04641E-4,18.768654226,0.386675173,0.17985021,0.146666667,0.210526316
2.06461E-4,19.01529486,0.389336017,0.178619062,0.146666667,0.210526316
2.0833E-4,19.264227714,0.39205652,0.177387914,0.146666667,0.210526316
2.0997E-4,19.515470797,0.394434255,0.176156766,0.16,0.210526316
2.12312E-4,19.769125181,0.397812609,0.174925618,0.16,0.210526316
2.13684E-4,20.00346891,0.399782053,0.173797066,0.16,0.210526316
2.15169E-4,20.260575555,0.401908309,0.172565918,0.16,0.210526316
2.16845E-4,20.519808297,0.404298001,0.17133477,0.16,0.210526316
2.19735E-4,20.760276932,0.408396748,0.170206217,0.173333333,0.210526316
2.20837E-4,21.002587577,0.409952444,0.169077665,0.173333333,0.210526316
2.22418E-4,21.268417755,0.412175912,0.167846517,0.173333333,0.263157895
2.23692E-4,21.513827796,0.413962747,0.166717965,0.186666667,0.263157895
2.24977E-4,21.760724182,0.415759241,0.165589412,0.186666667,0.263157895
2.26521E-4,22.009135149,0.417909893,0.16446086,0.186666667,0.263157895
2.2902E-4,22.259450131,0.421373461,0.163332307,0.186666667,0.263157895
2.30625E-4,22.512339191,0.423587929,0.162203755,0.186666667,0.263157895
2.32322E-4,22.766782223,0.425920181,0.161075203,0.213333333,0.263157895
2.33452E-4,23.023092839,0.42746862,0.15994665,0.213333333,0.263157895
2.35268E-4,23.25738144,0.429946999,0.158920694,0.226666667,0.263157895
2.37087E-4,23.517483492,0.432418198,0.157792141,0.226666667,0.263157895
2.38839E-4,23.755546937,0.434788729,0.156766184,0.253333333,0.263157895
2.40291E-4,24.018987001,0.436745985,0.155637632,0.253333333,0.263157895
2.42489E-4,24.260550048,0.439695072,0.154611675,0.253333333,0.263157895
2.43573E-4,24.503532008,0.441143889,0.153585719,0.266666667,0.263157895
2.44906E-4,24.772240948,0.442920938,0.152457166,0.266666667,0.263157895
2.46841E-4,25.018430616,0.445490094,0.15143121,0.266666667,0.263157895
2.48584E-4,25.266144599,0.447793906,0.150405253,0.266666667,0.263157895
2.49534E-4,25.515314906,0.449046456,0.149379296,0.28,0.263157895
2.51615E-4,25.765961958,0.451778666,0.148353339,0.28,0.263157895
2.52585E-4,26.018086184,0.453046948,0.147327383,0.28,0.263157895
2.54112E-4,26.271378472,0.455039331,0.146301426,0.28,0.315789474
2.55011E-4,26.500535861,0.456208182,0.145378065,0.293333333,0.315789474
2.55995E-4,26.756162236,0.457484466,0.144352108,0.293333333,0.315789474
2.58247E-4,27.013187285,0.460395689,0.143326152,0.293333333,0.315789474
2.59048E-4,27.272027853,0.46142644,0.142300195,0.293333333,0.315789474
2.60708E-4,27.506318452,0.463559008,0.141376834,0.293333333,0.315789474
2.6187E-4,27.767582359,0.465045337,0.140350877,0.293333333,0.315789474
2.62835E-4,28.003650953,0.46627706,0.139427516,0.306666667,0.315789474
2.63787E-4,28.267078312,0.46748932,0.138401559,0.306666667,0.315789474
2.6492E-4,28.505051545,0.468928745,0.137478198,0.306666667,0.315789474
2.6663E-4,28.77080495,0.471093704,0.136452242,0.306666667,0.315789474
2.67556E-4,29.011149187,0.472263118,0.135528881,0.306666667,0.315789474
2.68313E-4,29.252356534,0.473216207,0.13460552,0.306666667,0.315789474
2.69345E-4,29.521201689,0.474513319,0.133579563,0.306666667,0.315789474
2.71466E-4,29.764631248,0.477168991,0.132656202,0.306666667,0.315789474
2.7233E-4,30.009307977,0.478247054,0.131732841,0.32,0.315789474
2.73316E-4,30.255064153,0.479474366,0.13080948,0.32,0.368421053
2.7449E-4,30.501622611,0.480932416,0.129886119,0.32,0.368421053
2.76077E-4,30.776903933,0.482896131,0.128860162,0.32,0.368421053
2.76856E-4,31.025757535,0.483858465,0.127936801,0.32,0.368421053
2.77645E-4,31.275236336,0.48482984,0.12701344,0.32,0.368421053
2.79281E-4,31.525992717,0.486839808,0.126090079,0.32,0.368421053
2.7976E-4,31.777619403,0.487425703,0.125166718,0.32,0.368421053
2.80342E-4,32.001716346,0.488138268,0.124345953,0.32,0.368421053
2.81144E-4,32.254457205,0.489117433,0.123422592,0.32,0.368421053
2.82436E-4,32.508384042,0.490692725,0.122499231,0.32,0.368421053
2.83402E-4,32.76299979,0.491866672,0.121575869,0.32,0.368421053
2.84531E-4,33.018591968,0.493234558,0.120652508,0.32,0.368421053
2.85633E-4,33.275319811,0.494566698,0.119729147,0.32,0.368421053
2.86536E-4,33.504184192,0.495656892,0.118908382,0.32,0.368421053
2.88216E-4,33.762880322,0.497676177,0.117985021,0.32,0.368421053
2.90057E-4,34.022956196,0.499880539,0.11706166,0.32,0.368421053
2.91305E-4,34.255643718,0.501369045,0.116240895,0.32,0.368421053
2.92371E-4,34.518369392,0.502637445,0.115317534,0.32,0.421052632
2.93061E-4,34.752555829,0.503456867,0.114496768,0.32,0.421052632
2.9406E-4,35.016636663,0.50464017,0.113573407,0.32,0.421052632
2.961E-4,35.252549738,0.507048543,0.112752642,0.32,0.421052632
2.98328E-4,35.520222843,0.509664828,0.111829281,0.32,0.421052632
2.99155E-4,35.759339954,0.510633453,0.111008515,0.32,0.421052632
3.00784E-4,36.029332997,0.512533321,0.110085154,0.32,0.421052632
3.02016E-4,36.270585393,0.513965873,0.109264389,0.333333333,0.421052632
3.02891E-4,36.512570236,0.514980788,0.108443624,0.346666667,0.421052632
3.0451E-4,36.755709185,0.516853655,0.107622858,0.346666667,0.421052632
3.06258E-4,37.030624789,0.518866952,0.106699497,0.346666667,0.421052632
3.06854E-4,37.275831097,0.519551625,0.105878732,0.346666667,0.421052632
3.08821E-4,37.52215858,0.521803712,0.105057967,0.346666667,0.421052632
3.10093E-4,37.769738375,0.523254179,0.104237201,0.36,0.421052632
3.11214E-4,38.018309326,0.524529173,0.103416436,0.36,0.421052632
3.12599E-4,38.267703915,0.526099328,0.10259567,0.36,0.421052632
3.14109E-4,38.518513745,0.527805698,0.101774905,0.36,0.421052632
3.15909E-4,38.770618884,0.529832751,0.10095414,0.373333333,0.421052632
3.17676E-4,39.024093091,0.531812177,0.100133374,0.373333333,0.421052632
3.19387E-4,39.278957608,0.533722738,0.099312609,0.386666667,0.421052632
3.20755E-4,39.503206871,0.535244223,0.098594439,0.386666667,0.421052632
3.21807E-4,39.76031951,0.53641079,0.097773674,0.386666667,0.421052632
3.23808E-4,40.018814875,0.538621531,0.096952909,0.386666667,0.421052632
3.24916E-4,40.278603122,0.53984097,0.096132143,0.4,0.421052632
3.26358E-4,40.50669687,0.541422705,0.095413974,0.4,0.421052632
3.28053E-4,40.768333283,0.543275719,0.094593208,0.4,0.421052632
3.29283E-4,41.031495466,0.544615664,0.093772443,0.4,0.421052632
3.30632E-4,41.26256677,0.546080924,0.093054273,0.4,0.421052632
3.32016E-4,41.527612455,0.547579264,0.092233508,0.413333333,0.421052632
3.3309E-4,41.760416399,0.548738749,0.091515338,0.413333333,0.421052632
3.34985E-4,42.027670896,0.550776476,0.090694573,0.413333333,0.421052632
3.36048E-4,42.262692759,0.551916003,0.089976403,0.413333333,0.473684211
3.38471E-4,42.532628326,0.554502498,0.089155638,0.413333333,0.473684211
3.39796E-4,42.770178644,0.555910358,0.088437468,0.413333333,0.473684211
3.41414E-4,43.008879641,0.557623731,0.087719298,0.413333333,0.526315789
3.43755E-4,43.283567107,0.560090858,0.086898533,0.413333333,0.526315789
3.44798E-4,43.524636839,0.561185624,0.086180363,0.413333333,0.578947368
3.4565E-4,43.766346472,0.562077338,0.085462193,0.413333333,0.578947368
3.46755E-4,44.008711112,0.563231949,0.084744024,0.413333333,0.578947368
3.4904E-4,44.252276492,0.56560981,0.084025854,0.413333333,0.578947368
3.51403E-4,44.53257368,0.568055109,0.083205089,0.426666667,0.631578947
3.52445E-4,44.77900753,0.569128385,0.082486919,0.426666667,0.631578947
3.53966E-4,45.026427568,0.570691678,0.081768749,0.426666667,0.631578947
3.54655E-4,45.274532317,0.571397253,0.08105058,0.426666667,0.631578947
3.57223E-4,45.523884625,0.574018401,0.08033241,0.426666667,0.631578947
